Brand,Product,Price,Description,Url
MSI,"
 MPG Z490 GAMING CARBON WIFI + Core i7-10700K + 16GB DDR4 3200MHz (Bundletarjous!)
","729,90 
                                        ","Koe Intelin tuorein sukupolvi MSI:n ja Kingstonin siivittämänä - herkulliseen tarjoushintaan tietenkin!  
                                        ",https://jimms.fi/fi/Product/Show/162744/mpgz490gcw-10700k-16gb/msi-mpg-z490-gaming-carbon-wifi-core-i7-10700k-16gb-ddr4-3200mhz-bundletarjous
Asus,"
 ROG STRIX Z490-A GAMING, ATX-emolevy
","254,90 
                                        ","LGA1200, Intel Z490, 4 x DDR4  
                                        ",https://jimms.fi/fi/Product/Show/162156/rog-strix-z490-a-gaming/asus-rog-strix-z490-a-gaming-atx-emolevy
Gigabyte,"
 B450 Gaming X + Ryzen 5 2600 + 16GB DDR4 (Bundletarjous!)
","324,90 
                                        ",,https://jimms.fi/fi/Product/Show/162648/b450-x-2600-16gb/gigabyte-b450-gaming-x-ryzen-5-2600-16gb-ddr4-bundletarjous
Gigabyte,"
 B450M DS3H mATX-emolevy + Ryzen 5 3600 + 16GB (2 x 8GB) XLR8 Gaming DDR4 3200MHz (Bundletarjous!)
","349,00 
                                        ","Pakettitarjousta astetta pienempään komponenttinälkään!  
                                        ",https://jimms.fi/fi/Product/Show/158063/b450m-ds3h-3600-16gb/gigabyte-b450m-ds3h-matx-emolevy-ryzen-5-3600-16gb-2-x-8gb-xlr8-gaming-ddr4-3200mhz-bundletarjous
Asus,"
 PRIME Z390-P, ATX-emolevy
","132,00 
                                        ","LGA1151, Intel Z390, 4 x DDR4, HDMI/DP  
                                        ",https://jimms.fi/fi/Product/Show/145191/90mb0xx0-m0eay0/asus-prime-z390-p-atx-emolevy
Asus,"
 ROG STRIX Z490-E GAMING + Core i9-10900K + 16GB DDR4 3200MHz (Bundletarjous!)
","929,90 
                                        ","Koe Intelin uusi prosessorisukupolvi vaivatta tämän bundlen siivittämänä - luonnollisesti tarjoushintaan!  
                                        ",https://jimms.fi/fi/Product/Show/162496/rsz490eg-10900k-16gb/asus-rog-strix-z490-e-gaming-core-i9-10900k-16gb-ddr4-3200mhz-bundletarjous
MSI,"
 B450 TOMAHAWK MAX + AMD Ryzen 7 3700X + Kingston 16GB HyperX Fury DDR4 3200MHz (Bundletarjous!)
","519,90 
                                        ","Ryzen-pohjaista perustaa seuraavaan kokoonpanoosi - houkuttelevaan pakettihintaan tietysti! MSI Gaming!  
                                        ",https://jimms.fi/fi/Product/Show/157151/b450-tomax-3700x-16gb/msi-b450-tomahawk-max-amd-ryzen-7-3700x-kingston-16gb-hyperx-fury-ddr4-3200mhz-bundletarjous
Asus,"
 ROG Strix Z390-F GAMING + Intel Core i9-9900K + Kingston 16GB DDR4 3200MHz (Tarjousbundle!)
","729,90 
                                        ","Siintääkö haaveissasi uusi Intel-pohjainen kokoonpano? Tällä bundlella perusta kuntoon vaivattomasti!  
                                        ",https://jimms.fi/fi/Product/Show/153737/9900k-z390f-cl16gb/asus-rog-strix-z390-f-gaming-intel-core-i9-9900k-kingston-16gb-ddr4-3200mhz-tarjousbundle
Asus,"
 ROG Strix Z390-F GAMING + Intel Core i7-9700K + Kingston 16GB DDR4 3200MHz (Tarjousbundle!)
","639,90 
                                        ","Siintääkö haaveissasi uusi Intel-pohjainen kokoonpano? Tällä bundlella perusta kuntoon vaivattomasti!  
                                        ",https://jimms.fi/fi/Product/Show/153903/z390f-9700k-cl16gb/asus-rog-strix-z390-f-gaming-intel-core-i7-9700k-kingston-16gb-ddr4-3200mhz-tarjousbundle
Asus,"
 TUF GAMING X570-PLUS (Wi-Fi) + Ryzen 7 3700X + 16GB HyperX Fury DDR4 3200MHz (Bundletarjous!)
","639,90 
                                        ","Uuden vuosikymmenen ensimmäisen kokoonpanosi perusta kertaheitolla kuntoon - ja tietysti tarjoushintaan!  
                                        ",https://jimms.fi/fi/Product/Show/157623/tgx570pw-3700x-16gb/asus-tuf-gaming-x570-plus-wi-fi-ryzen-7-3700x-16gb-hyperx-fury-ddr4-3200mhz-bundletarjous
