Product,Price,Description,Url 
"
Crucial 32GB (2 x 16GB) Ballistix RGB Red, DDR4 3600MHz, CL16, 1.35V, punainen
","224,90 
                                        ","Muistipuoli kuntoon Crucialin avulla! | RGB-valaisu!  
                                        ",jimms.fi/fi/Product/Show/158751/bl2k16g36c16u4rl/crucial-32gb-2-x-16gb-ballistix-rgb-red-ddr4-3600mhz-cl16-1_35v-punainen
"
A-Data 16GB (2 x 8GB) XPG SPECTRIX D60G, DDR4 3200MHz, CL16, 1.35V, harmaa
","109,00 
                                        ","Valaise taistelukenttäsi!  
                                        ",jimms.fi/fi/Product/Show/155961/ax4u320038g16-dt60/a-data-16gb-2-x-8gb-xpg-spectrix-d60g-ddr4-3200mhz-cl16-1_35v-harmaa
"
G.Skill 32GB (4 x 8GB) Trident Z RGB, DDR4 4000MHz, CL17, 1.35V
","431,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/143462/f4-4000c17q-32gtzr/g-skill-32gb-4-x-8gb-trident-z-rgb-ddr4-4000mhz-cl17-1_35v
"
G.Skill 32GB (4 x 8GB) Trident Z Royal, DDR4 3600MHz, CL16, 1.35V, hopea
","373,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/151524/f4-3600c16q-32gtrs/g-skill-32gb-4-x-8gb-trident-z-royal-ddr4-3600mhz-cl16-1_35v-hopea
"
Corsair 64GB (2 x 32GB) Vengeance LPX, DDR4 4000MHz, CL18, 1.35V, musta
","571,00 
                                        ","Muistipuoli kuntoon Corsairin avulla!  
                                        ",jimms.fi/fi/Product/Show/164841/cmk64gx4m2g4000c18/corsair-64gb-2-x-32gb-vengeance-lpx-ddr4-4000mhz-cl18-1_35v-musta
"
G.Skill 16GB (2 x 8GB) Trident Z Neo DDR4 3000MHz, CL16, 1.35V, musta/hopea
","90,00 
                                        ","AMD Ryzen 3000 -sarjan prosessoreille ja AMD X570 -piirisarjan emolevyille optimoitu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/152653/f4-3000c16d-16gtzn/g-skill-16gb-2-x-8gb-trident-z-neo-ddr4-3000mhz-cl16-1_35v-musta-hopea
"
Kingston 16GB (1 x 16GB) HyperX FURY DDR4 RGB, 3600MHz, CL17, 1.35V, musta
","96,00 
                                        ","Vapauta tyylisi. Vapauta FURYsi.  
                                        ",jimms.fi/fi/Product/Show/157839/hx436c17fb3a-16/kingston-16gb-1-x-16gb-hyperx-fury-ddr4-rgb-3600mhz-cl17-1_35v-musta
"
Kingston 4GB (1 x 4GB) DDR3 1600MHz, CL11, 1.5V
","24,00 
                                        ","Merkkikohtainen muisti OEM/Acer/Dell/HP/Lenovo -järjestelmiin  
                                        ",jimms.fi/fi/Product/Show/119920/kcp316ns8-4/kingston-4gb-1-x-4gb-ddr3-1600mhz-cl11-1_5v
"
Corsair 1GB, DDR2 800MHz, CL5
","27,00 
                                        ",,jimms.fi/fi/Product/Show/41839/cm2x1024-6400/corsair-1gb-ddr2-800mhz-cl5
"
G.Skill 16GB (2x8GB) Trident Z, DDR4 3000MHz, CL14, 1.35V
","116,00 
                                        ",,jimms.fi/fi/Product/Show/126585/f4-3000c14d-16gtz/g-skill-16gb-2x8gb-trident-z-ddr4-3000mhz-cl14-1_35v
"
G.Skill 32GB (2 x 16GB) Trident Z, DDR4 3733MHz, CL17, 1.35V, musta
","255,00 
                                        ","Muistipuoli kuntoon G.Skillin avulla!  
                                        ",jimms.fi/fi/Product/Show/152243/f4-3733c17d-32gtzkk/g-skill-32gb-2-x-16gb-trident-z-ddr4-3733mhz-cl17-1_35v-musta
"
G.Skill 64GB (4 x 16GB) Trident Z RGB, DDR4 3600MHz, CL16, 1.35V, musta
","431,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/164428/f4-3600c16q-64gtzrc/g-skill-64gb-4-x-16gb-trident-z-rgb-ddr4-3600mhz-cl16-1_35v-musta
"
IBM M4 16GB 2RX4 PC3-14900 ECC DDR3
","199,00 
                                        ",,jimms.fi/fi/Product/Show/148352/00d5048/ibm-m4-16gb-2rx4-pc3-14900-ecc-ddr3
"
G.Skill 8GB Dual Kit Ripjaws DDR3-1600 F3-12800CL9D-8GBRL 9-9-9-24
","49,00 
                                        ",,jimms.fi/fi/Product/Show/36063/f3-12800cl9d-8gbrl/g-skill-8gb-dual-kit-ripjaws-ddr3-1600-f3-12800cl9d-8gbrl-9-9-9-24
"
G.Skill 16GB (2 x 8GB) Trident Z Royal, DDR4 4600MHz, CL18, 1.45V, kulta
","407,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/147607/f4-4600c18d-16gtrg/g-skill-16gb-2-x-8gb-trident-z-royal-ddr4-4600mhz-cl18-1_45v-kulta
"
G.Skill 32GB (2 x 16GB) Trident Z Royal, DDR4 3200MHz, CL14, 1.35V, hopea
","294,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/151535/f4-3200c14d-32gtrs/g-skill-32gb-2-x-16gb-trident-z-royal-ddr4-3200mhz-cl14-1_35v-hopea
"
Corsair 128GB (4 x 32GB) Vengeance LPX, DDR4 4000MHz, CL18, 1.35V, musta
","1 436,00 
                                        ","Muistipuoli kuntoon Corsairin avulla! | Mukana jäähdytin!  
                                        ",jimms.fi/fi/Product/Show/162793/cmk128gx4m4z4000c18/corsair-128gb-4-x-32gb-vengeance-lpx-ddr4-4000mhz-cl18-1_35v-musta
"
Kingston 4GB HyperX Fury, DDR3 1600MHz, CL10, 1.5V, musta
","28,00 
                                        ",,jimms.fi/fi/Product/Show/95948/hx316c10fb-4/kingston-4gb-hyperx-fury-ddr3-1600mhz-cl10-1_5v-musta
"
G.Skill 8GB (2 x 4GB) Trident Z DDR4 3200 MHz, 1.35V
","65,00 
                                        ",,jimms.fi/fi/Product/Show/121766/f4-3200c16d-8gtzb/g-skill-8gb-2-x-4gb-trident-z-ddr4-3200-mhz-1_35v
"
Crucial 32GB (2 x 16GB) Ballistix Red, DDR4 3600MHz, CL16, 1.35V, punainen
","219,00 
                                        ","Muistipuoli kuntoon Crucialin avulla!  
                                        ",jimms.fi/fi/Product/Show/158727/bl2k16g36c16u4r/crucial-32gb-2-x-16gb-ballistix-red-ddr4-3600mhz-cl16-1_35v-punainen
"
G.Skill 16GB (2 x 8GB) Trident Z RGB, DDR4 3600MHz, CL18, 1.35V, musta
","101,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/164422/f4-3600c18d-16gtzr/g-skill-16gb-2-x-8gb-trident-z-rgb-ddr4-3600mhz-cl18-1_35v-musta
"
G.Skill 16GB (2 x 8GB) Flare X (for AMD), DDR4 2400 MHz, CL16, 1.20V, punainen
","74,00 
                                        ","Legendaarisen AMD Performance -sarjan uudelleensyntymä!  
                                        ",jimms.fi/fi/Product/Show/128679/f4-2400c16d-16gfxr/g-skill-16gb-2-x-8gb-flare-x-for-amd-ddr4-2400-mhz-cl16-1_20v-punainen
"
Corsair 16GB (2 x 8GB) Vengeance RGB PRO, DDR4 3600MHz, C20, 1.35V, musta
","114,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/161968/cmw16gx4m2z3600c20/corsair-16gb-2-x-8gb-vengeance-rgb-pro-ddr4-3600mhz-c20-1_35v-musta
"
Kingston 4GB (1 x 4GB) DDR3 1333MHz SO-DIMM, CL9, 1.5V
","24,00 
                                        ","Merkkikohtainen muisti OEM/Apple/Dell/HP/Lenovo/Toshiba -järjestelmiin  
                                        ",jimms.fi/fi/Product/Show/119914/kcp313ss8-4/kingston-4gb-1-x-4gb-ddr3-1333mhz-so-dimm-cl9-1_5v
"
G.Skill 32GB (4 x 8GB) Trident Z RGB, DDR4 3600MHz, CL19, 1.35V
","217,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/151867/f4-3600c19q-32gtzrb/g-skill-32gb-4-x-8gb-trident-z-rgb-ddr4-3600mhz-cl19-1_35v
"
Kingston 16GB (1x16GB) HyperX Fury RGB, DDR4 3200MHz, CL16, 1.35V, musta
","81,00 
                                        ","Päästä tyylisi valloilleen. Päästä FURY-tyyli valloilleen.  
                                        ",jimms.fi/fi/Product/Show/153870/hx432c16fb3a-16/kingston-16gb-1x16gb-hyperx-fury-rgb-ddr4-3200mhz-cl16-1_35v-musta
"
A-Data 16GB (2 x 8GB) XPG SPECTRIX D80, DDR4 3200MHz, CL16, 1.35V, musta
","104,90 
                                        ","Seuraavan sukupolven nestejäähdytys!  
                                        ",jimms.fi/fi/Product/Show/155963/ax4u320038g16-db80/a-data-16gb-2-x-8gb-xpg-spectrix-d80-ddr4-3200mhz-cl16-1_35v-musta
"
Corsair 128GB (4 x 32GB) Vengeance LPX, DDR4 4000MHz, CL18, 1.35V, musta
","1 436,00 
                                        ","Muistipuoli kuntoon Corsairin avulla! | Mukana jäähdytin!  
                                        ",jimms.fi/fi/Product/Show/161966/cmk128gx4m4x4000c18/corsair-128gb-4-x-32gb-vengeance-lpx-ddr4-4000mhz-cl18-1_35v-musta
"
G.Skill 32GB (2 x 16GB) Trident Z RGB, DDR4 3600MHz, CL18, 1.35V, musta
","185,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/164423/f4-3600c18d-32gtzr/g-skill-32gb-2-x-16gb-trident-z-rgb-ddr4-3600mhz-cl18-1_35v-musta
"
G.Skill 16GB (2 x 8GB) Trident Z, DDR4 4133MHz, CL19, 1.35V
","140,00 
                                        ",,jimms.fi/fi/Product/Show/127066/f4-4133c19d-16gtzc/g-skill-16gb-2-x-8gb-trident-z-ddr4-4133mhz-cl19-1_35v
"
G.Skill 32GB (2 x 16GB) Sniper X, DDR4 3600MHz, CL19, 1.35V, musta/urban camo
","161,00 
                                        ","Muistien täsmäisku!  
                                        ",jimms.fi/fi/Product/Show/152138/f4-3600c19d-32gsxwb/g-skill-32gb-2-x-16gb-sniper-x-ddr4-3600mhz-cl19-1_35v-musta-urban-camo
"
Kingston 16GB (2 x 8GB) HyperX Predator DDR4 4600MHz, CL19, 1.50V, musta
","433,00 
                                        ","Saalista kilpailijasi!  
                                        ",jimms.fi/fi/Product/Show/151031/hx446c19pb3k2-16/kingston-16gb-2-x-8gb-hyperx-predator-ddr4-4600mhz-cl19-1_50v-musta
"
G.Skill 16GB (2 x 8GB) Trident Z Royal, DDR4 4000MHz, CL17, 1.35V, hopea
","242,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/151516/f4-4000c17d-16gtrs/g-skill-16gb-2-x-8gb-trident-z-royal-ddr4-4000mhz-cl17-1_35v-hopea
"
Kingston 8GB (1x8GB) HyperX Fury RGB, DDR4 2666MHz, CL16, 1.2V, musta
","47,00 
                                        ","Päästä tyylisi valloilleen. Päästä FURY-tyyli valloilleen.  
                                        ",jimms.fi/fi/Product/Show/153856/hx426c16fb3a-8/kingston-8gb-1x8gb-hyperx-fury-rgb-ddr4-2666mhz-cl16-1_2v-musta
"
Kingston 32GB (4 x 8GB) HyperX FURY DDR4, 3600MHz, CL17, 1.35V, musta
","199,00 
                                        ","Vapauta tyylisi. Vapauta FURYsi.  
                                        ",jimms.fi/fi/Product/Show/157833/hx436c17fb3k4-32/kingston-32gb-4-x-8gb-hyperx-fury-ddr4-3600mhz-cl17-1_35v-musta
"
Corsair 16GB (2 x 8GB) Vengeance Pro DDR3 1600MHz, 9-9-9-24, 1.5V
","82,00 
                                        ",,jimms.fi/fi/Product/Show/84161/cmy16gx3m2a1600c9r/corsair-16gb-2-x-8gb-vengeance-pro-ddr3-1600mhz-9-9-9-24-1_5v
"
Kingston 16GB(4x4GB) HyperX Fury DDR4 2666 MHz, CL15
","159,00 
                                        ",,jimms.fi/fi/Product/Show/110481/hx426c15fbk4-16/kingston-16gb-4x4gb-hyperx-fury-ddr4-2666-mhz-cl15
"
Kingston 4GB (1 x 4GB) DDR3 1333MHz, CL9, 1.5V
","24,00 
                                        ","Merkkikohtainen muisti OEM/Dell/HP/Lenovo -järjestelmiin  
                                        ",jimms.fi/fi/Product/Show/119912/kcp313ns8-4/kingston-4gb-1-x-4gb-ddr3-1333mhz-cl9-1_5v
"
Kingston 32GB (2x16GB) HyperX Fury, DDR4 2666MHz, CL16, 1.2V, musta
","141,00 
                                        ",,jimms.fi/fi/Product/Show/153601/hx426c16fb3k2-32/kingston-32gb-2x16gb-hyperx-fury-ddr4-2666mhz-cl16-1_2v-musta
"
Kingston 16 GB (2 x 8GB) HyperX Predator RGB, DDR4 3600MHz, CL17, 1.35V, musta
","122,00 
                                        ",,jimms.fi/fi/Product/Show/155436/hx436c17pb4ak2-16/kingston-16-gb-2-x-8gb-hyperx-predator-rgb-ddr4-3600mhz-cl17-1_35v-musta
"
Kingston 32GB (4 x 8GB) HyperX FURY DDR4 RGB, 3600MHz, CL17, 1.35V, musta
","218,00 
                                        ","Vapauta tyylisi. Vapauta FURYsi.  
                                        ",jimms.fi/fi/Product/Show/157843/hx436c17fb3ak4-32/kingston-32gb-4-x-8gb-hyperx-fury-ddr4-rgb-3600mhz-cl17-1_35v-musta
"
Corsair 32GB (2 x 16GB) Dominator Platinum RGB, DDR4 3600MHz, CL18, 1.35V, musta
","304,00 
                                        ","Näyttävä ja suorituskykyinen muistisarja!  
                                        ",jimms.fi/fi/Product/Show/165868/cmt32gx4m2c3600c18/corsair-32gb-2-x-16gb-dominator-platinum-rgb-ddr4-3600mhz-cl18-1_35v-musta
"
Crucial 32GB (4 x 8GB) Ballistix Sport, DDR3 1600MHz, 1.5V
","264,90 
                                        ",,jimms.fi/fi/Product/Show/147843/bls4kit8g3d1609ds1s00/crucial-32gb-4-x-8gb-ballistix-sport-ddr3-1600mhz-1_5v
"
Kingston 32GB (1x32GB) HyperX Fury, DDR4 3200MHz, CL16, 1.35V, musta
","142,00 
                                        ",,jimms.fi/fi/Product/Show/160564/hx432c16fb3-32/kingston-32gb-1x32gb-hyperx-fury-ddr4-3200mhz-cl16-1_35v-musta
"
G.Skill (B-stock) 16GB (2 x 8GB) Trident Z RGB, DDR4 2400MHz, CL15, 1.20V
","80,00 
                                        ","Tämä tuote on käytetty! Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/166055/f4-2400c15d-16gtzr-bst2/g-skill-b-stock-16gb-2-x-8gb-trident-z-rgb-ddr4-2400mhz-cl15-1_20v
"
G.Skill 16GB (2 x 8GB) Trident Z RGB, DDR4 4400MHz, CL18, 1.40V, musta
","320,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/152134/f4-4400c18d-16gtzr/g-skill-16gb-2-x-8gb-trident-z-rgb-ddr4-4400mhz-cl18-1_40v-musta
"
Corsair 8GB (1 x 8GB) Value Select, DDR3L 1600MHz, CL11, 1.35V
","39,00 
                                        ",,jimms.fi/fi/Product/Show/160007/cmv8gx3m1c1600c11/corsair-8gb-1-x-8gb-value-select-ddr3l-1600mhz-cl11-1_35v
"
Lenovo 4GB PC3-12800 1600MHz DDR3L SODIMM
","54,90 
                                        ",,jimms.fi/fi/Product/Show/94715/0b47380/lenovo-4gb-pc3-12800-1600mhz-ddr3l-sodimm
"
G.Skill 64GB (4 x 16GB) Trident Z RGB, DDR4 3600MHz, CL17, 1.35V
","412,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/127096/f4-3600c17q-64gtzr/g-skill-64gb-4-x-16gb-trident-z-rgb-ddr4-3600mhz-cl17-1_35v
"
Crucial 32GB (2 x 16GB) DDR4 2666MHz, SO-DIMM, CL19, 1.2V
","159,00 
                                        ",,jimms.fi/fi/Product/Show/149788/ct2k16g4sfd8266/crucial-32gb-2-x-16gb-ddr4-2666mhz-so-dimm-cl19-1_2v
"
G.Skill 32GB (4 x 8GB) Trident Z Neo DDR4 3200MHz, CL14, 1.35V, musta/hopea
","353,00 
                                        ","AMD Ryzen 3000 -sarjan prosessoreille ja AMD X570 -piirisarjan emolevyille optimoitu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/152658/f4-3200c14q-32gtzn/g-skill-32gb-4-x-8gb-trident-z-neo-ddr4-3200mhz-cl14-1_35v-musta-hopea
"
G.Skill 64GB (4 x 16GB) Trident Z Neo DDR4 3200MHz, CL14, 1.35V, musta/hopea
","611,00 
                                        ","AMD Ryzen 3000 -sarjan prosessoreille ja AMD X570 -piirisarjan emolevyille optimoitu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/152660/f4-3200c14q-64gtzn/g-skill-64gb-4-x-16gb-trident-z-neo-ddr4-3200mhz-cl14-1_35v-musta-hopea
"
Crucial 32GB (2 x 16GB) Ballistix MAX RGB, DDR4 4000MHz, CL18, 1.35V, musta
","469,00 
                                        ","Muistipuoli kuntoon Crucialin avulla! | RGB-valaisu!  
                                        ",jimms.fi/fi/Product/Show/158689/blm2k16g40c18u4bl/crucial-32gb-2-x-16gb-ballistix-max-rgb-ddr4-4000mhz-cl18-1_35v-musta
"
G.Skill 64GB (4 x 16GB) Trident Z RGB, DDR4 3600MHz, CL16, 1.35V, musta
","572,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/164426/f4-3600c16q-64gtzr/g-skill-64gb-4-x-16gb-trident-z-rgb-ddr4-3600mhz-cl16-1_35v-musta
"
G.Skill 16GB (2 x 8GB) Trident Z RGB, DDR4 3200MHz, CL16, 1.35V, musta
","107,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/147256/f4-3200c16d-16gtzrx/g-skill-16gb-2-x-8gb-trident-z-rgb-ddr4-3200mhz-cl16-1_35v-musta
"
G.Skill 16GB (2 x 8GB) Trident Z Royal, DDR4 3000MHz, CL16, 1.35V, kulta
","132,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/147595/f4-3000c16d-16gtrg/g-skill-16gb-2-x-8gb-trident-z-royal-ddr4-3000mhz-cl16-1_35v-kulta
"
Kingston 16GB (2 x 8GB) HyperX FURY DDR4 RGB, 3733MHz, CL19, 1.35V, musta
","116,00 
                                        ","Vapauta tyylisi. Vapauta FURYsi.  
                                        ",jimms.fi/fi/Product/Show/157846/hx437c19fb3ak2-16/kingston-16gb-2-x-8gb-hyperx-fury-ddr4-rgb-3733mhz-cl19-1_35v-musta
"
Lenovo 16GB (1 x 16GB) DDR4 2666MHz, SO-DIMM, 1.20V, vihreä
","179,00 
                                        ",,jimms.fi/fi/Product/Show/154691/4x70w22201/lenovo-16gb-1-x-16gb-ddr4-2666mhz-so-dimm-1_20v-vihrea
"
Corsair 16GB (2 x 8GB) Mac Memory, DDR4 2666MHz, SO-DIMM, CL18, musta
","76,00 
                                        ","Muistipuoli kuntoon Corsairin avulla!  
                                        ",jimms.fi/fi/Product/Show/154802/cmsa16gx4m2a2666c18/corsair-16gb-2-x-8gb-mac-memory-ddr4-2666mhz-so-dimm-cl18-musta
"
Corsair 1GB DDR 333MHz/CL2.5/VS-2700 Value Select
","34,00 
                                        ",,jimms.fi/fi/Product/Show/68683/vs1gb333/corsair-1gb-ddr-333mhz-cl2_5-vs-2700-value-select
"
G.Skill 16GB (2 x 8GB) Trident Z, DDR4 4266MHz, CL19, 1.40V
","163,00 
                                        ",,jimms.fi/fi/Product/Show/127065/f4-4266c19d-16gtza/g-skill-16gb-2-x-8gb-trident-z-ddr4-4266mhz-cl19-1_40v
"
G.Skill 16GB (2 x 8GB) Trident Z RGB, DDR4 4133MHz, CL19, 1.35V
","172,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/127068/f4-4133c19d-16gtzr/g-skill-16gb-2-x-8gb-trident-z-rgb-ddr4-4133mhz-cl19-1_35v
"
Kingston 16GB (2 x 8GB) HyperX Predator RGB, DDR4 2933MHz, CL15, musta
","99,00 
                                        ","Näyttävän edgyä memmiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/141386/hx429c15pb3ak2-16/kingston-16gb-2-x-8gb-hyperx-predator-rgb-ddr4-2933mhz-cl15-musta
"
G.Skill 16GB (2 x 8GB) Trident Z Neo DDR4 3200MHz, CL16, 1.35V, musta/hopea
","112,00 
                                        ","AMD Ryzen 3000 -sarjan prosessoreille ja AMD X570 -piirisarjan emolevyille optimoitu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/152661/f4-3200c16d-16gtzn/g-skill-16gb-2-x-8gb-trident-z-neo-ddr4-3200mhz-cl16-1_35v-musta-hopea
"
Corsair 16GB (2 x 8GB) Vengeance RGB PRO, DDR4 3200MHz, CL16, 1.35V, musta
","102,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/154801/cmw16gx4m2z3200c16/corsair-16gb-2-x-8gb-vengeance-rgb-pro-ddr4-3200mhz-cl16-1_35v-musta
"
Corsair 64GB (4 x 16GB) Vengeance LPX, DDR4 4000MHz, CL18, 1.35V, musta
","706,00 
                                        ","Muistipuoli kuntoon Corsairin avulla!  
                                        ",jimms.fi/fi/Product/Show/161588/cmk64gx4m4x4000c18/corsair-64gb-4-x-16gb-vengeance-lpx-ddr4-4000mhz-cl18-1_35v-musta
"
Corsair 16GB (2 x 8GB) Dominator Platinum RGB, DDR4 3200MHz, CL16, 1.35V, valkoinen
","117,00 
                                        ","Näyttävä ja suorituskykyinen muistisarja!  
                                        ",jimms.fi/fi/Product/Show/162623/cmt16gx4m2c3200c16w/corsair-16gb-2-x-8gb-dominator-platinum-rgb-ddr4-3200mhz-cl16-1_35v-valkoinen
"
Corsair 32GB (4 x 8GB) Dominator Platinum RGB, DDR4 3600MHz, CL18, 1.35V, valkoinen
","330,00 
                                        ","Näyttävä ja suorituskykyinen muistisarja!  
                                        ",jimms.fi/fi/Product/Show/162629/cmt32gx4m4c3600c18w/corsair-32gb-4-x-8gb-dominator-platinum-rgb-ddr4-3600mhz-cl18-1_35v-valkoinen
"
Corsair 32GB (4 x 8GB) Vengeange Series, DDR4 3800MHz, SO-DIMM, CL18, 1.35V, musta
","456,00 
                                        ","Muistipuoli kuntoon Corsairin avulla!  
                                        ",jimms.fi/fi/Product/Show/166104/cmsx32gx4m4x3800c18/corsair-32gb-4-x-8gb-vengeange-series-ddr4-3800mhz-so-dimm-cl18-1_35v-musta
"
Samsung 32GB (1 x 32GB) DDR4 2666MHz, ECC, 1.20V
","279,00 
                                        ",,jimms.fi/fi/Product/Show/160959/m391a4g43mb1-ctd/samsung-32gb-1-x-32gb-ddr4-2666mhz-ecc-1_20v
"
Corsair 64GB (2 x 32GB) Dominator Platinum RGB, DDR4 3600MHz, CL18, 1.35V, musta
","755,00 
                                        ","Näyttävä ja suorituskykyinen muistisarja!  
                                        ",jimms.fi/fi/Product/Show/162796/cmt64gx4m2c3600c18/corsair-64gb-2-x-32gb-dominator-platinum-rgb-ddr4-3600mhz-cl18-1_35v-musta
"
Kingston 16GB (1 x 16GB) Server Premier, DDR4 3200MHz, ECC, CL22, 1.20V
","102,00 
                                        ",,jimms.fi/fi/Product/Show/163446/ksm32rd8-16mei/kingston-16gb-1-x-16gb-server-premier-ddr4-3200mhz-ecc-cl22-1_20v
"
Kingston 8GB (1 x 8GB) DDR3 1333MHz, CL9, 1.5V
","47,00 
                                        ","Merkkikohtainen muisti Dell/HP -järjestelmiin  
                                        ",jimms.fi/fi/Product/Show/119913/kcp313nd8-8/kingston-8gb-1-x-8gb-ddr3-1333mhz-cl9-1_5v
"
Lenovo 8GB (1 x 8GB) DDR4 2666MHz, SO-DIMM, 1.20V, vihreä
","99,00 
                                        ",,jimms.fi/fi/Product/Show/153076/4x70w22200/lenovo-8gb-1-x-8gb-ddr4-2666mhz-so-dimm-1_20v-vihrea
"
Corsair 32GB (4x8GB) Vengeance LED, DDR4 3000MHz, CL15, 1.35V
","158,00 
                                        ","Näyttävät ja suorituskykyiset muistit Corsairilta! Sininen LED-valaisu!  
                                        ",jimms.fi/fi/Product/Show/126389/cmu32gx4m4c3000c15b/corsair-32gb-4x8gb-vengeance-led-ddr4-3000mhz-cl15-1_35v
"
G.Skill 16GB (2 x 8GB) Trident Z Royal, DDR4 3200MHz, CL14, 1.35V, kulta
","202,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/147599/f4-3200c14d-16gtrg/g-skill-16gb-2-x-8gb-trident-z-royal-ddr4-3200mhz-cl14-1_35v-kulta
"
G.Skill 32GB (4 x 8GB) Trident Z Royal, DDR4 3200MHz, CL14, 1.35V, hopea
","396,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/151536/f4-3200c14q-32gtrs/g-skill-32gb-4-x-8gb-trident-z-royal-ddr4-3200mhz-cl14-1_35v-hopea
"
Corsair 32GB (4 x 8GB) Vengeance RGB PRO, DDR4 3200MHz, CL16, 1.35V, musta
","206,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/152245/cmw32gx4m4z3200c16/corsair-32gb-4-x-8gb-vengeance-rgb-pro-ddr4-3200mhz-cl16-1_35v-musta
"
G.Skill 32GB (4 x 8GB) Trident Z Neo DDR4 3200MHz, CL16, 1.35V, musta/hopea
","222,00 
                                        ","AMD Ryzen 3000 -sarjan prosessoreille ja AMD X570 -piirisarjan emolevyille optimoitu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/152662/f4-3200c16q-32gtzn/g-skill-32gb-4-x-8gb-trident-z-neo-ddr4-3200mhz-cl16-1_35v-musta-hopea
"
Kingston 8GB (1x8GB) HyperX Fury RGB, DDR4 3200MHz, CL16, 1.35V, musta
","47,00 
                                        ","Päästä tyylisi valloilleen. Päästä FURY-tyyli valloilleen.  
                                        ",jimms.fi/fi/Product/Show/153867/hx432c16fb3a-8/kingston-8gb-1x8gb-hyperx-fury-rgb-ddr4-3200mhz-cl16-1_35v-musta
"
A-Data 16GB (2 x 8GB) XPG SPECTRIX D60G, DDR4 3000MHz, CL16, 1.35V, harmaa
","104,90 
                                        ","Valaise taistelukenttäsi!  
                                        ",jimms.fi/fi/Product/Show/155959/ax4u300038g16-dt60/a-data-16gb-2-x-8gb-xpg-spectrix-d60g-ddr4-3000mhz-cl16-1_35v-harmaa
"
Kingston 32GB (2 x 16GB) HyperX FURY DDR4 RGB, 3733MHz, CL19, 1.35V, musta
","193,00 
                                        ","Vapauta tyylisi. Vapauta FURYsi.  
                                        ",jimms.fi/fi/Product/Show/157847/hx437c19fb3ak2-32/kingston-32gb-2-x-16gb-hyperx-fury-ddr4-rgb-3733mhz-cl19-1_35v-musta
"
Kingston 32GB (1 x 32GB) DDR4 2400MHz, ECC, CL17, 1.20V
","174,00 
                                        ",,jimms.fi/fi/Product/Show/157862/kth-pl424-32g/kingston-32gb-1-x-32gb-ddr4-2400mhz-ecc-cl17-1_20v
