Product,Price,Description,Url 
"
Corsair 32GB (4 x 8GB) Vengeance Pro DDR3 1600MHz, 9-9-9-24, 1.5V
","159,00 
                                        ",,jimms.fi/fi/Product/Show/84174/cmy32gx3m4a1600c9r/corsair-32gb-4-x-8gb-vengeance-pro-ddr3-1600mhz-9-9-9-24-1_5v
"
G.Skill 32GB (4 x 8GB) Trident Z RGB, DDR4 3600MHz, CL17, 1.35V
","277,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/127094/f4-3600c17q-32gtzr/g-skill-32gb-4-x-8gb-trident-z-rgb-ddr4-3600mhz-cl17-1_35v
"
Kingston 32GB (2x16GB) HyperX Fury RGB, DDR4 3200MHz, CL16, 1.35V, musta
","158,00 
                                        ","Päästä tyylisi valloilleen. Päästä FURY-tyyli valloilleen.  
                                        ",jimms.fi/fi/Product/Show/153871/hx432c16fb3ak2-32/kingston-32gb-2x16gb-hyperx-fury-rgb-ddr4-3200mhz-cl16-1_35v-musta
"
Kingston 8GB (1 x 8GB) HyperX Predator RGB, DDR4 3200MHz, CL16, musta
","52,00 
                                        ","Metsästä saalistasi tyrmäävän upean RGB-tyylin siivittämänä!  
                                        ",jimms.fi/fi/Product/Show/148823/hx432c16pb3a-8/kingston-8gb-1-x-8gb-hyperx-predator-rgb-ddr4-3200mhz-cl16-musta
"
G.Skill 16GB (2 x 8GB) Trident Z Neo DDR4 3600MHz, CL18, 1.35V, musta/hopea
","115,00 
                                        ","AMD Ryzen 3000 -sarjan prosessoreille ja AMD X570 -piirisarjan emolevyille optimoitu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/152673/f4-3600c18d-16gtzn/g-skill-16gb-2-x-8gb-trident-z-neo-ddr4-3600mhz-cl18-1_35v-musta-hopea
"
Kingston 16GB (2 x 8GB) HyperX Impact Black SODIMM, 1600MHz DDR3L, CL9, 204-Pin
","85,00 
                                        ",,jimms.fi/fi/Product/Show/98238/hx316ls9ibk2-16/kingston-16gb-2-x-8gb-hyperx-impact-black-sodimm-1600mhz-ddr3l-cl9-204-pin
"
Kingston 32 GB (4 x 8GB) HyperX Predator RGB, DDR4 3600MHz, CL17, 1.35V, musta
","236,00 
                                        ",,jimms.fi/fi/Product/Show/155437/hx436c17pb4ak4-32/kingston-32-gb-4-x-8gb-hyperx-predator-rgb-ddr4-3600mhz-cl17-1_35v-musta
"
Corsair 128GB (4 x 32GB) Vengeance RGB PRO, DDR4 3600MHz, CL18, 1.35V, musta
","713,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/157553/cmw128gx4m4d3600c18/corsair-128gb-4-x-32gb-vengeance-rgb-pro-ddr4-3600mhz-cl18-1_35v-musta
"
Corsair 64GB (2 x 32GB) Vengeance RGB PRO, DDR4 4000MHz, CL18, 1.35V, musta
","613,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/162294/cmw64gx4m2k4000c18/corsair-64gb-2-x-32gb-vengeance-rgb-pro-ddr4-4000mhz-cl18-1_35v-musta
"
Kingston 8GB, DDR3 1333MHz, CL9
","47,00 
                                        ",,jimms.fi/fi/Product/Show/72456/kvr1333d3n9-8g/kingston-8gb-ddr3-1333mhz-cl9
"
G.Skill 16GB (2x8GB), Trident Z, DDR4 3200MHz
","84,00 
                                        ",,jimms.fi/fi/Product/Show/115763/f4-3200c16d-16gtzb/g-skill-16gb-2x8gb-trident-z-ddr4-3200mhz
"
G.Skill 16GB (2 x 8GB) Sniper X, DDR4 3600MHz, CL19, 1.35V, musta/urban camo
","86,00 
                                        ","Muistien täsmäisku!  
                                        ",jimms.fi/fi/Product/Show/151519/f4-3600c19d-16gsxwb/g-skill-16gb-2-x-8gb-sniper-x-ddr4-3600mhz-cl19-1_35v-musta-urban-camo
"
G.Skill 64GB (4 x 16GB) Trident Z RGB, DDR4 3600MHz, CL18, 1.35V, musta
","374,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/164424/f4-3600c18q-64gtzr/g-skill-64gb-4-x-16gb-trident-z-rgb-ddr4-3600mhz-cl18-1_35v-musta
"
Kingston 16GB (2x8GB) HyperX Fury, DDR4 3466MHz, CL16, 1.35V, musta
","100,00 
                                        ",,jimms.fi/fi/Product/Show/153621/hx434c16fb3k2-16/kingston-16gb-2x8gb-hyperx-fury-ddr4-3466mhz-cl16-1_35v-musta
"
Kingston 32GB (2x16GB) HyperX Fury, DDR4 3466MHz, CL16, 1.35V, musta
","184,00 
                                        ",,jimms.fi/fi/Product/Show/153624/hx434c16fb3k2-32/kingston-32gb-2x16gb-hyperx-fury-ddr4-3466mhz-cl16-1_35v-musta
"
G.Skill 32GB (2 x 16GB) Ripjaws V, DDR4 3200MHz, CL15, 1.35V, musta
","187,00 
                                        ","Tunne Ripjaws V -sarjan vauhti!  
                                        ",jimms.fi/fi/Product/Show/136085/f4-3200c15d-32gvk/g-skill-32gb-2-x-16gb-ripjaws-v-ddr4-3200mhz-cl15-1_35v-musta
"
Crucial 8GB (1 x 8GB) DDR4 2666MHz, SO-DIMM, CL19, 1.20V, vihreä
","44,90 
                                        ","Muistitarpeissa apuun rientää Crucial!  
                                        ",jimms.fi/fi/Product/Show/151956/ct8g4sfs8266/crucial-8gb-1-x-8gb-ddr4-2666mhz-so-dimm-cl19-1_20v-vihrea
"
G.Skill 16GB (2 x 8GB) Trident Z RGB, DDR4 2400MHz, CL15, 1.20V
","100,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/127076/f4-2400c15d-16gtzr/g-skill-16gb-2-x-8gb-trident-z-rgb-ddr4-2400mhz-cl15-1_20v
"
Kingston 16GB (1 x 16GB) ValueRAM, DDR4  2400MHz, SO-DIMM, CL15, 1.2V
","69,00 
                                        ","Merkkikohtainen muisti Alienware/ASUS/Gigabyte/MSI/QNAP -järjestelmiin  
                                        ",jimms.fi/fi/Product/Show/130734/kvr24s17d8-16/kingston-16gb-1-x-16gb-valueram-ddr4-2400mhz-so-dimm-cl15-1_2v
"
Kingston 4GB (1x4GB) HyperX Fury, DDR4 2666MHz, CL16, 1.2V, musta
","26,00 
                                        ",,jimms.fi/fi/Product/Show/153594/hx426c16fb3-4/kingston-4gb-1x4gb-hyperx-fury-ddr4-2666mhz-cl16-1_2v-musta
"
Kingston 32GB (2 x 16GB) HyperX FURY DDR4, 3600MHz, CL17, 1.35V, musta
","189,00 
                                        ","Vapauta tyylisi. Vapauta FURYsi.  
                                        ",jimms.fi/fi/Product/Show/157834/hx436c17fb3k2-32/kingston-32gb-2-x-16gb-hyperx-fury-ddr4-3600mhz-cl17-1_35v-musta
"
Samsung 8GB (1x8GB), DDR4 2666MHz ECC, CL19, 1.2V
","69,00 
                                        ",,jimms.fi/fi/Product/Show/163602/m391a1k43bb2-ctd/samsung-8gb-1x8gb-ddr4-2666mhz-ecc-cl19-1_2v
"
Corsair 64GB (4 x 16GB) Vengeance RGB PRO, DDR4 3200MHz, CL16, 1.35V, musta
","318,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/160988/cmw64gx4m4e3200c16/corsair-64gb-4-x-16gb-vengeance-rgb-pro-ddr4-3200mhz-cl16-1_35v-musta
"
Corsair 2 x 4GB, DDR3 1600MHz, 9-9-9-24
","46,00 
                                        ",,jimms.fi/fi/Product/Show/50114/cmx8gx3m2a1600c9/corsair-2-x-4gb-ddr3-1600mhz-9-9-9-24
"
Kingston 4GB (1 x 4GB), DDR3 1333MHz, SODIMM, CL9, 1.5V
","24,00 
                                        ",,jimms.fi/fi/Product/Show/81196/kvr13s9s8-4/kingston-4gb-1-x-4gb-ddr3-1333mhz-sodimm-cl9-1_5v
"
Kingston 16GB (2x8GB) HyperX Fury, DDR3 1866MHz, CL10, 1.5V, punainen
","95,00 
                                        ",,jimms.fi/fi/Product/Show/96014/hx318c10frk2-16/kingston-16gb-2x8gb-hyperx-fury-ddr3-1866mhz-cl10-1_5v-punainen
"
Corsair 8GB (2x4GB) Memory, SO-DIMM DDR4 2133MHz, CL15, 1,20V, musta
","50,00 
                                        ",,jimms.fi/fi/Product/Show/132225/cmso8gx4m2a2133c15/corsair-8gb-2x4gb-memory-so-dimm-ddr4-2133mhz-cl15-1_20v-musta
"
G.Skill 16GB (2 x 8GB) Trident Z Royal, DDR4 3600MHz, CL18, 1.35V, kulta
","140,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/147601/f4-3600c18d-16gtrg/g-skill-16gb-2-x-8gb-trident-z-royal-ddr4-3600mhz-cl18-1_35v-kulta
"
Corsair 32GB (4 x 8GB) Vengeance, DDR3 1600MHz, CL10, 1.5V
","170,00 
                                        ",,jimms.fi/fi/Product/Show/80560/cmz32gx3m4x1600c10/corsair-32gb-4-x-8gb-vengeance-ddr3-1600mhz-cl10-1_5v
"
Kingston 8GB (1 x 8GB) DDR4 2666MHz, SO-DIMM, CL17, 1.20V
","38,00 
                                        ",,jimms.fi/fi/Product/Show/145574/kcp426ss8-8/kingston-8gb-1-x-8gb-ddr4-2666mhz-so-dimm-cl17-1_20v
"
G.Skill 16GB (2 x 8GB) Sniper X, DDR4 3200MHz, CL16, 1.35V, harmaa/camo
","82,00 
                                        ","Muistien täsmäisku!  
                                        ",jimms.fi/fi/Product/Show/151527/f4-3200c16d-16gsxfb/g-skill-16gb-2-x-8gb-sniper-x-ddr4-3200mhz-cl16-1_35v-harmaa-camo
"
G.Skill 32GB (2 x 16GB) Trident Z Royal, DDR4 3200MHz, CL16, 1.35V, kulta
","200,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/151533/f4-3200c16d-32gtrg/g-skill-32gb-2-x-16gb-trident-z-royal-ddr4-3200mhz-cl16-1_35v-kulta
"
Corsair 64GB (2 x 32GB) Vengeance Series, DDR4 2666MHz, SO-DIMM, CL18, 1.20V, musta
","283,00 
                                        ","Muistipuoli kuntoon Corsairin avulla!  
                                        ",jimms.fi/fi/Product/Show/155704/cmsx64gx4m2a2666c18/corsair-64gb-2-x-32gb-vengeance-series-ddr4-2666mhz-so-dimm-cl18-1_20v-musta
"
Crucial 64GB (2 x 32GB) DDR4 2666MHz, SO-DIMM, CL19, 1.20V
","250,00 
                                        ","Muistitarpeissa apuun rientää Crucial!  
                                        ",jimms.fi/fi/Product/Show/164670/ct2k32g4sfd8266/crucial-64gb-2-x-32gb-ddr4-2666mhz-so-dimm-cl19-1_20v
"
Corsair 16GB (2x8GB) Dominator Platinum, DDR4 3200MHz, 1.35V
","109,00 
                                        ",,jimms.fi/fi/Product/Show/116828/cmd16gx4m2b3200c16/corsair-16gb-2x8gb-dominator-platinum-ddr4-3200mhz-1_35v
"
G.Skill 16GB (2 x 8GB) Trident Z Neo DDR4 3200MHz, CL14, 1.35V, musta/hopea
","164,00 
                                        ","AMD Ryzen 3000 -sarjan prosessoreille ja AMD X570 -piirisarjan emolevyille optimoitu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/152657/f4-3200c14d-16gtzn/g-skill-16gb-2-x-8gb-trident-z-neo-ddr4-3200mhz-cl14-1_35v-musta-hopea
"
G.Skill 32GB (4 x 8GB) Trident Z Neo DDR4 3600MHz, CL18, 1.35V, musta/hopea
","228,00 
                                        ","AMD Ryzen 3000 -sarjan prosessoreille ja AMD X570 -piirisarjan emolevyille optimoitu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/152675/f4-3600c18q-32gtzn/g-skill-32gb-4-x-8gb-trident-z-neo-ddr4-3600mhz-cl18-1_35v-musta-hopea
"
Kingston 16GB (2x8GB) HyperX Fury, DDR4 3000MHz, CL15, 1.35V, musta
","82,00 
                                        ",,jimms.fi/fi/Product/Show/153607/hx430c15fb3k2-16/kingston-16gb-2x8gb-hyperx-fury-ddr4-3000mhz-cl15-1_35v-musta
"
Crucial 16GB (2 x 8GB) Ballistix SODIMM, DDR4 3200MHz, CL16, 1.35V, musta
","99,00 
                                        ","Astetta pienempään muistin nälkään!  
                                        ",jimms.fi/fi/Product/Show/158755/bl2k8g32c16s4b/crucial-16gb-2-x-8gb-ballistix-sodimm-ddr4-3200mhz-cl16-1_35v-musta
"
Kingston 32GB (2 x 16GB) HyperX FURY DDR4, 2666MHz, CL16, 1.20V, musta
","124,00 
                                        ","Vapauta tyylisi. Vapauta FURYsi.  
                                        ",jimms.fi/fi/Product/Show/163930/hx426c16fb4k2-32/kingston-32gb-2-x-16gb-hyperx-fury-ddr4-2666mhz-cl16-1_20v-musta
"
Corsair 8GB (2 x 4GB), DDR3 1600MHz, CL11
","45,00 
                                        ",,jimms.fi/fi/Product/Show/80529/cmv8gx3m2a1600c11/corsair-8gb-2-x-4gb-ddr3-1600mhz-cl11
"
Crucial 8GB (1 x 8GB) DDR4 2400MHz, CL17, 1.20V
","39,00 
                                        ",,jimms.fi/fi/Product/Show/139209/ct8g4dfs824a/crucial-8gb-1-x-8gb-ddr4-2400mhz-cl17-1_20v
"
Kingston 16GB (2 x 8GB) HyperX Impact, DDR4 3200MHz, SO-DIMM, CL20, 1.20V, musta
","93,00 
                                        ","Iskevää SO-DIMM muistia juuri Sinulle!  
                                        ",jimms.fi/fi/Product/Show/153143/hx432s20ib2k2-16/kingston-16gb-2-x-8gb-hyperx-impact-ddr4-3200mhz-so-dimm-cl20-1_20v-musta
"
Corsair 32GB (4 x 8GB) Vengeance Pro DDR3 1600MHz, 9-9-9-24, 1.5V
","159,00 
                                        ",,jimms.fi/fi/Product/Show/84173/cmy32gx3m4a1600c9/corsair-32gb-4-x-8gb-vengeance-pro-ddr3-1600mhz-9-9-9-24-1_5v
"
Kingston 4GB (1 x 4GB), DDR3 1600MHz, SODIMM, CL11, 1.5V
","24,00 
                                        ",,jimms.fi/fi/Product/Show/81288/kvr16s11s8-4/kingston-4gb-1-x-4gb-ddr3-1600mhz-sodimm-cl11-1_5v
"
Corsair 8GB (2 x 4GB) Vengeance LPX, DDR4 2133MHz, CL13, 1.35V, XMP, Musta
","47,00 
                                        ",,jimms.fi/fi/Product/Show/114954/cmk8gx4m2a2133c13/corsair-8gb-2-x-4gb-vengeance-lpx-ddr4-2133mhz-cl13-1_35v-xmp-musta
"
Kingston 8 GB (1 x 8GB) ValueRAM VLP, DDR4 2666MHz, CL19, 1.2V, vihreä
","40,00 
                                        ",,jimms.fi/fi/Product/Show/155433/kvr26n19s8l-8/kingston-8-gb-1-x-8gb-valueram-vlp-ddr4-2666mhz-cl19-1_2v-vihrea
"
G.Skill 32GB (4 x 8GB) Trident Z RGB, DDR4 4133MHz, CL17, 1.40V, musta
","549,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/164429/f4-4133c17q-32gtzr/g-skill-32gb-4-x-8gb-trident-z-rgb-ddr4-4133mhz-cl17-1_40v-musta
"
Corsair 4GB, DDR3 1600MHz, CL9
","25,00 
                                        ",,jimms.fi/fi/Product/Show/52789/cmx4gx3m1a1600c9/corsair-4gb-ddr3-1600mhz-cl9
"
G.Skill 64GB (4 x 16GB) Trident Z, DDR4 3200MHz, CL16, 1.35V, hopea/musta
","316,00 
                                        ","64GB hopeamusta Trident Z muistikitti  
                                        ",jimms.fi/fi/Product/Show/130131/f4-3200c16q-64gtzsk/g-skill-64gb-4-x-16gb-trident-z-ddr4-3200mhz-cl16-1_35v-hopea-musta
"
G.Skill 32GB (2 x 16GB) Trident Z RGB, DDR4 3000MHz, CL14, 1.20V
","211,00 
                                        ","Näyttävä RGB-valaistu muistikitti  
                                        ",jimms.fi/fi/Product/Show/130166/f4-3000c14d-32gtzr/g-skill-32gb-2-x-16gb-trident-z-rgb-ddr4-3000mhz-cl14-1_20v
"
G.Skill 16GB (2 x 8GB) Trident Z, DDR4 4000MHz, CL18, 1.35V harmaa/valkoinen
","141,00 
                                        ","16GB harmaavalkoinen Trident Z muistikitti  
                                        ",jimms.fi/fi/Product/Show/130199/f4-4000c18d-16gtzsw/g-skill-16gb-2-x-8gb-trident-z-ddr4-4000mhz-cl18-1_35v-harmaa-valkoinen
"
Kingston 16 GB (2 x 8GB) HyperX Predator, DDR4 3600MHz, CL17, 1.35V, musta
","107,00 
                                        ",,jimms.fi/fi/Product/Show/155438/hx436c17pb4k2-16/kingston-16-gb-2-x-8gb-hyperx-predator-ddr4-3600mhz-cl17-1_35v-musta
"
Samsung 16GB (1 x 16GB) DDR4 2666MHz, ECC, CL19, 1.20V (Poistotarjous!)
","109,90 
                                        ",,jimms.fi/fi/Product/Show/158348/m393a2k40cb2-ctd/samsung-16gb-1-x-16gb-ddr4-2666mhz-ecc-cl19-1_20v-poistotarjous
"
Crucial 64GB (2 x 32GB) Ballistix RGB Black, DDR4 3600MHz, CL16, 1.35V, musta
","449,00 
                                        ","Muistipuoli kuntoon Crucialin avulla! | RGB-valaisu!  
                                        ",jimms.fi/fi/Product/Show/158736/bl2k32g36c16u4bl/crucial-64gb-2-x-32gb-ballistix-rgb-black-ddr4-3600mhz-cl16-1_35v-musta
"
Corsair 8GB (1 x 8GB) Value Select, DDR4 2666MHz, CL18, 1.2V
","45,00 
                                        ","Testattu toimivaksi myös Ryzen -sarjan prosessoreiden kanssa!  
                                        ",jimms.fi/fi/Product/Show/133871/cmv8gx4m1a2666c18/corsair-8gb-1-x-8gb-value-select-ddr4-2666mhz-cl18-1_2v
"
Kingston 16GB (1x16GB) HyperX Fury, DDR4 2666MHz, CL16, 1.2V, musta
","72,00 
                                        ",,jimms.fi/fi/Product/Show/153600/hx426c16fb3-16/kingston-16gb-1x16gb-hyperx-fury-ddr4-2666mhz-cl16-1_2v-musta
"
Corsair 8GB (1 x 8GB), DDR3 1600MHz, SODIMM, CL11, 1.5V
","40,00 
                                        ",,jimms.fi/fi/Product/Show/80517/cmso8gx3m1a1600c11/corsair-8gb-1-x-8gb-ddr3-1600mhz-sodimm-cl11-1_5v
"
Kingston 2GB (1 x 2GB), DDR3 1333MHz, CL9, 1.5V
","14,00 
                                        ",,jimms.fi/fi/Product/Show/99877/kvr13n9s6-2/kingston-2gb-1-x-2gb-ddr3-1333mhz-cl9-1_5v
"
Kingston 16GB (1 x 16GB) DDR4 2400MHz, ECC, CL12, 1.20V
","92,00 
                                        ",,jimms.fi/fi/Product/Show/141852/kth-pl424e-16g/kingston-16gb-1-x-16gb-ddr4-2400mhz-ecc-cl12-1_20v
"
G.Skill 32GB (4 x 8GB) Flare X, DDR4 3200MHz, CL14, 1.35V, musta
","269,00 
                                        ","Suunniteltu AMD Ryzen Threadripper -prosessoreille!  
                                        ",jimms.fi/fi/Product/Show/136368/f4-3200c14q-32gfx/g-skill-32gb-4-x-8gb-flare-x-ddr4-3200mhz-cl14-1_35v-musta
"
Crucial 8GB (1 x 8GB) DDR4 2666MHz, CL19, 1.20V, vihreä
","44,90 
                                        ","Muistitarpeissa apuun rientää Crucial!  
                                        ",jimms.fi/fi/Product/Show/151961/ct8g4dfs8266/crucial-8gb-1-x-8gb-ddr4-2666mhz-cl19-1_20v-vihrea
"
Kingston 32GB (4x8GB) HyperX Fury, DDR4 3466MHz, CL16, 1.35V, musta
","192,00 
                                        ",,jimms.fi/fi/Product/Show/153622/hx434c16fb3k4-32/kingston-32gb-4x8gb-hyperx-fury-ddr4-3466mhz-cl16-1_35v-musta
"
Corsair 16GB (2 x 8GB) Vengeance Blue, DDR3 1600MHz, CL10, 1.5V
","82,00 
                                        ",,jimms.fi/fi/Product/Show/80541/cmz16gx3m2a1600c10b/corsair-16gb-2-x-8gb-vengeance-blue-ddr3-1600mhz-cl10-1_5v
"
Crucial 32GB (2 x 16GB), DDR4 2400MHz, SODIMM, CL17, 1.20V
","139,00 
                                        ",,jimms.fi/fi/Product/Show/139210/ct2k16g4sfd824a/crucial-32gb-2-x-16gb-ddr4-2400mhz-sodimm-cl17-1_20v
"
Corsair 2 x 4GB, DDR3 1333MHz, 9-9-9-24
","48,00 
                                        ",,jimms.fi/fi/Product/Show/41174/cmx8gx3m2a1333c9/corsair-2-x-4gb-ddr3-1333mhz-9-9-9-24
"
Corsair 8GB, DDR3 1333MHz, CL9
","42,00 
                                        ",,jimms.fi/fi/Product/Show/72402/cmx8gx3m1a1333c9/corsair-8gb-ddr3-1333mhz-cl9
"
Corsair 8GB (1 x 8GB) Vengeance, DDR3 1600MHz, CL10, 1.5V
","43,00 
                                        ",,jimms.fi/fi/Product/Show/80501/cml8gx3m1a1600c10/corsair-8gb-1-x-8gb-vengeance-ddr3-1600mhz-cl10-1_5v
"
Crucial 16GB (1 x 16GB) DDR4 2666MHz, SO-DIMM, CL19, 1.2V
","79,00 
                                        ",,jimms.fi/fi/Product/Show/149786/ct16g4sfd8266/crucial-16gb-1-x-16gb-ddr4-2666mhz-so-dimm-cl19-1_2v
"
Kingston 32GB (2 x 16GB) HyperX Impact, DDR4 3200MHz, SO-DIMM, CL20, 1.20V, musta
","174,00 
                                        ","Iskevää SO-DIMM muistia juuri Sinulle!  
                                        ",jimms.fi/fi/Product/Show/153144/hx432s20ibk2-32/kingston-32gb-2-x-16gb-hyperx-impact-ddr4-3200mhz-so-dimm-cl20-1_20v-musta
"
Kingston 32GB (1 x 32GB) DDR4 2666MHz, SO-DIMM. CL19, 1.20V
","127,00 
                                        ",,jimms.fi/fi/Product/Show/157436/kcp426sd8-32/kingston-32gb-1-x-32gb-ddr4-2666mhz-so-dimm-cl19-1_20v
"
Corsair 4GB (1 x 4GB) Value Select, DDR4 2133MHz, SO-DIMM, CL15, 1.20V, musta
","22,00 
                                        ","Muistipuoli kuntoon Corsairin avulla!  
                                        ",jimms.fi/fi/Product/Show/160104/cmso4gx4m1a2133c15/corsair-4gb-1-x-4gb-value-select-ddr4-2133mhz-so-dimm-cl15-1_20v-musta
"
Corsair 16GB (2 x 8GB), DDR3 1600MHz, SODIMM, 1.35V
","76,00 
                                        ",,jimms.fi/fi/Product/Show/99418/cmso16gx3m2c1600c11/corsair-16gb-2-x-8gb-ddr3-1600mhz-sodimm-1_35v
"
G.Skill 16GB (2 x 8GB) Trident Z, DDR4 4000MHz, CL18, 1.35V musta/valkoinen
","143,00 
                                        ","16GB mustavalkoinen Trident Z muistikitti  
                                        ",jimms.fi/fi/Product/Show/130206/f4-4000c18d-16gtzkw/g-skill-16gb-2-x-8gb-trident-z-ddr4-4000mhz-cl18-1_35v-musta-valkoinen
"
G.Skill 32GB (2 x 16GB) Trident Z Royal, DDR4 3200MHz, CL16, 1.35V, hopea
","196,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/151532/f4-3200c16d-32gtrs/g-skill-32gb-2-x-16gb-trident-z-royal-ddr4-3200mhz-cl16-1_35v-hopea
"
G.Skill 32GB (4 x 8GB) Trident Z RGB, DDR4 4000MHz, CL18, 1.35V
","331,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/151868/f4-4000c18q-32gtzr/g-skill-32gb-4-x-8gb-trident-z-rgb-ddr4-4000mhz-cl18-1_35v
"
Kingston 64GB (4x16GB) HyperX Fury, DDR4 2666MHz, CL16, 1.2V, musta
","268,00 
                                        ",,jimms.fi/fi/Product/Show/153602/hx426c16fb3k4-64/kingston-64gb-4x16gb-hyperx-fury-ddr4-2666mhz-cl16-1_2v-musta
"
Kingston 8GB (1 x 8GB) HyperX Impact, DDR4 3200MHz, SO-DIMM, CL20, 1.20V, musta
","48,00 
                                        ","Iskevää SO-DIMM muistia juuri Sinulle!  
                                        ",jimms.fi/fi/Product/Show/153142/hx432s20ib2-8/kingston-8gb-1-x-8gb-hyperx-impact-ddr4-3200mhz-so-dimm-cl20-1_20v-musta
"
G.Skill 16GB (2 x 8GB) Trident Z, DDR4 3200MHz, 1.35V
","135,00 
                                        ","Tyylikäs musta/valkoinen väritys!  
                                        ",jimms.fi/fi/Product/Show/122277/f4-3200c14d-16gtzkw/g-skill-16gb-2-x-8gb-trident-z-ddr4-3200mhz-1_35v
"
G.Skill 16GB (2 x 8GB) Trident Z, DDR4 4400MHz, CL19, 1.40V, harmaa/valkoinen
","182,00 
                                        ","Äärimmäistä DDR4-suorituskykyä!  
                                        ",jimms.fi/fi/Product/Show/152145/f4-4400c19d-16gtzsw/g-skill-16gb-2-x-8gb-trident-z-ddr4-4400mhz-cl19-1_40v-harmaa-valkoinen
"
Crucial 16GB (1 x 16GB) DDR4 3200MHz, CL22, 1.20V
","69,90 
                                        ","Muistitarpeissa apuun rientää Crucial!  
                                        ",jimms.fi/fi/Product/Show/162095/ct16g4dfd832a/crucial-16gb-1-x-16gb-ddr4-3200mhz-cl22-1_20v
"
Kingston 8GB (1 x 8GB) DDR3 1600MHz SO-DIMM, CL11, 1.5V
","46,00 
                                        ","Merkkikohtainen muisti OEM/Apple/Dell/HP/Lenovo/Toshiba -järjestelmiin  
                                        ",jimms.fi/fi/Product/Show/119922/kcp316sd8-8/kingston-8gb-1-x-8gb-ddr3-1600mhz-so-dimm-cl11-1_5v
"
Kingston 8GB HyperX Impact Black Series SODIMM, 1600MHz DDR3L, CL9, 204-Pin
","47,00 
                                        ",,jimms.fi/fi/Product/Show/98237/hx316ls9ib-8/kingston-8gb-hyperx-impact-black-series-sodimm-1600mhz-ddr3l-cl9-204-pin
"
Corsair 8GB (1 x 8GB), DDR3 1600MHz, SODIMM, CL11
","40,00 
                                        ",,jimms.fi/fi/Product/Show/80513/cmsa8gx3m1a1600c11/corsair-8gb-1-x-8gb-ddr3-1600mhz-sodimm-cl11
"
Kingston 32GB (2x16GB) HyperX Fury RGB, DDR4 3466MHz, CL16, 1.35V, musta
","183,00 
                                        ","Päästä tyylisi valloilleen. Päästä FURY-tyyli valloilleen.  
                                        ",jimms.fi/fi/Product/Show/153877/hx434c16fb3ak2-32/kingston-32gb-2x16gb-hyperx-fury-rgb-ddr4-3466mhz-cl16-1_35v-musta
"
PNY 16GB (2 x 8GB) XLR8 Gaming, DDR4 3200MHz, CL16, 1.35V, musta
","99,00 
                                        ",,jimms.fi/fi/Product/Show/157464/md16gk2d4320016axr/pny-16gb-2-x-8gb-xlr8-gaming-ddr4-3200mhz-cl16-1_35v-musta
"
Kingston 64GB (2 x 32GB) HyperX Impact DDR4 2666MHz, SO-DIMM, CL16, 1.20V, musta
","258,00 
                                        ","Iskevää SO-DIMM muistia juuri Sinulle!  
                                        ",jimms.fi/fi/Product/Show/158413/hx426s16ibk2-64/kingston-64gb-2-x-32gb-hyperx-impact-ddr4-2666mhz-so-dimm-cl16-1_20v-musta
"
Kingston 16GB (2x8GB) HyperX Predator, DDR4 2666MHz, CL13, 1.35V
","83,00 
                                        ",,jimms.fi/fi/Product/Show/131332/hx426c13pb3k2-16/kingston-16gb-2x8gb-hyperx-predator-ddr4-2666mhz-cl13-1_35v
"
Corsair 64GB (2 x 32GB) Mac Memory, DDR4 2666MHz, SO-DIMM, CL18, 1.20V, musta
","273,00 
                                        ","Optimaalista suorituskykyä Macille!  
                                        ",jimms.fi/fi/Product/Show/160754/cmsa64gx4m2a2666c18/corsair-64gb-2-x-32gb-mac-memory-ddr4-2666mhz-so-dimm-cl18-1_20v-musta
"
Corsair 4GB, DDR3 1066MHz SO-DIMM
","22,00 
                                        ",,jimms.fi/fi/Product/Show/72387/cmsa4gx3m1a1066c7/corsair-4gb-ddr3-1066mhz-so-dimm
