Product,Price,Description,Url 
"
Lian Li PC-V1000LB, E-ATX-täystornikotelo, musta
","383,90 
                                        ","Renkaat ja kaikki!  
                                        ",jimms.fi/fi/Product/Show/141458/pc-v1000lb/lian-li-pc-v1000lb-e-atx-taystornikotelo-musta
"
Chieftec Chieftronic G1, ikkunallinen ATX-tornikotelo, musta
","89,90 
                                        ","Ole Chief koteloasi myöten!  
                                        ",jimms.fi/fi/Product/Show/151639/gr-01b-op/chieftec-chieftronic-g1-ikkunallinen-atx-tornikotelo-musta
"
Streacom DB4, tuulettimeton Mini-ITX -kotelo, musta
","329,00 
                                        ","Näyttävä koteloratkaisu, jonka jäähdytys hoidetaan ilman tuulettimia!  
                                        ",jimms.fi/fi/Product/Show/151710/st-db4b/streacom-db4-tuulettimeton-mini-itx-kotelo-musta
"
Akasa Cypher MX, Thin Mini-ITX -kotelo, musta
","57,90 
                                        ","Äärimmäisen kompakti pikkukotelo Akasalta!  
                                        ",jimms.fi/fi/Product/Show/155384/a-itx38-m1b/akasa-cypher-mx-thin-mini-itx-kotelo-musta
"
SilverStone Primera PM01B-RGB ikkunallinen ATX -miditornikotelo, musta
","174,90 
                                        ","SilverStonen kotelouutuus RGB Ledeillä!  
                                        ",jimms.fi/fi/Product/Show/130653/sst-pm01b-rgb/silverstone-primera-pm01b-rgb-ikkunallinen-atx-miditornikotelo-musta
"
SilverStone Sugo SST-SG10B mATX-kotelo, USB 3.0, musta
","124,00 
                                        ",,jimms.fi/fi/Product/Show/82032/sst-sg10b-usb-3-0/silverstone-sugo-sst-sg10b-matx-kotelo-usb-3_0-musta
"
SilverStone Kublai KL06B Micro-ATX -kotelo, musta
","79,90 
                                        ",,jimms.fi/fi/Product/Show/110523/sst-kl06b/silverstone-kublai-kl06b-micro-atx-kotelo-musta
"
Aerocool V2X Advance - Orange Edition, ATX -miditornikotelo, musta/oranssi
","32,90 
                                        ","Tyylikäs peruskotelo sopuisaan hintaan!  
                                        ",jimms.fi/fi/Product/Show/136695/accm-pv02014-e1/aerocool-v2x-advance-orange-edition-atx-miditornikotelo-musta-oranssi
"
Lian Li PC-A76WX, ikkunallinen HPTX-tornikotelo, musta
","274,90 
                                        ",,jimms.fi/fi/Product/Show/141029/pc-a76wx/lian-li-pc-a76wx-ikkunallinen-hptx-tornikotelo-musta
"
Aerocool QS-182, minitornikotelo, musta
","33,90 
                                        ","Tyylikäs pikkukotelo!  
                                        ",jimms.fi/fi/Product/Show/166166/accs-pq02014-11/aerocool-qs-182-minitornikotelo-musta
"
SilverStone Petit 12B Mini-ITX -kotelo, VESA-kiinnitys
","94,90 
                                        ",,jimms.fi/fi/Product/Show/76037/sst-pt12b/silverstone-petit-12b-mini-itx-kotelo-vesa-kiinnitys
"
SilverStone RAVEN RV04B-W, ikkunallinen ATX-kotelo, USB3.0, musta
","129,00 
                                        ",,jimms.fi/fi/Product/Show/83932/sst-rv04b-w-usb3-0/silverstone-raven-rv04b-w-ikkunallinen-atx-kotelo-usb3_0-musta
"
Lian Li PC-Q34, Mini-ITX -kotelo, kulta
","114,90 
                                        ","Tyylikäs alumiinista valmistettu kotelovaihtoehto Mini-ITX -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/120483/pc-q34gd/lian-li-pc-q34-mini-itx-kotelo-kulta
"
Raijintek STYX, ikkunallinen mATX-kotelo, vihreä
","99,90 
                                        ","Raijintekin kotelot tarjoavat tyylikkään asuinsijan komponenteillesi!  
                                        ",jimms.fi/fi/Product/Show/121334/0r200030/raijintek-styx-ikkunallinen-matx-kotelo-vihrea
"
Raijintek THETIS CLASSIC, ATX-miditornikotelo, musta
","98,90 
                                        ","Raijintekin tyylikkäät alumiinikotelot komponenttiesi kodiksi!  
                                        ",jimms.fi/fi/Product/Show/126370/0r200051/raijintek-thetis-classic-atx-miditornikotelo-musta
"
Corsair Spec-Omega, ikkunallinen ATX-miditornikotelo, musta
","103,90 
                                        ","Nyt ovat kulmat kohdillaan!  
                                        ",jimms.fi/fi/Product/Show/137546/cc-9011121-ww/corsair-spec-omega-ikkunallinen-atx-miditornikotelo-musta
"
Lian Li PC-V760B, E-ATX-täystornikotelo, musta
","419,00 
                                        ",,jimms.fi/fi/Product/Show/141455/pc-v760b/lian-li-pc-v760b-e-atx-taystornikotelo-musta
"
EVGA DG-76, ikkunallinen ATX-miditornikotelo, valkoinen
","159,90 
                                        ","Karkaistua lasia edessä ja kyljessä! | Integroitu RGB LED -kontrolleri!  
                                        ",jimms.fi/fi/Product/Show/142932/166-w1-2232-kr/evga-dg-76-ikkunallinen-atx-miditornikotelo-valkoinen
"
TRUST GXT 1110, ikkunallinen ATX-miditornikotelo, musta
","59,90 
                                        ","Elegantti miditornikotelo suurella ikkunalla!  
                                        ",jimms.fi/fi/Product/Show/145674/tr-22560/trust-gxt-1110-ikkunallinen-atx-miditornikotelo-musta
"
be quiet! Silent Base 801 - Silver, E-ATX-kotelo, musta/hopea
","146,90 
                                        ","Erinomaista hiljaisuutta ja käytettävyyttä!  
                                        ",jimms.fi/fi/Product/Show/146277/bg030/be-quiet-silent-base-801-silver-e-atx-kotelo-musta-hopea
"
Jonsbo UMX3 Black, ikkunallinen mATX-kotelo, musta
","115,40 
                                        ","Tyylikäs kotikolo komponenteillesi Jonsbolta!  
                                        ",jimms.fi/fi/Product/Show/162167/01-umx3bk-01/jonsbo-umx3-black-ikkunallinen-matx-kotelo-musta
"
Aerocool Aero-500G RGB, ikkunallinen miditornikotelo, valkoinen/musta
","59,90 
                                        ","Suorituskykyä ja näyttävyyttä Aerocoolilta!  
                                        ",jimms.fi/fi/Product/Show/166165/accm-pa04018-21/aerocool-aero-500g-rgb-ikkunallinen-miditornikotelo-valkoinen-musta
"
SilverStone RAVEN RV05B-W, ikkunallinen ATX-kotelo, USB3.0, musta
","128,90 
                                        ",,jimms.fi/fi/Product/Show/107040/sst-rv05b-w/silverstone-raven-rv05b-w-ikkunallinen-atx-kotelo-usb3_0-musta
"
Phanteks Enthoo EVOLV ikkunallinen ATX-kotelo, harmaa
","185,90 
                                        ",,jimms.fi/fi/Product/Show/112275/ph-es515e-ag/phanteks-enthoo-evolv-ikkunallinen-atx-kotelo-harmaa
"
Phanteks Enthoo Pro M, ikkunallinen miditornikotelo, musta
","84,90 
                                        ",,jimms.fi/fi/Product/Show/113615/ph-es515p-bk/phanteks-enthoo-pro-m-ikkunallinen-miditornikotelo-musta
"
Akasa Pascal MC3 Fanless NUC-kotelo, alumiini, musta
","489,00 
                                        ","IP65 vedenkestävä!  
                                        ",jimms.fi/fi/Product/Show/140535/a-nuc22-m3b/akasa-pascal-mc3-fanless-nuc-kotelo-alumiini-musta
"
Lian Li PC-O5SX, ikkunallinen Mini-ITX -kotelo, musta
","356,90 
                                        ",,jimms.fi/fi/Product/Show/140937/pc-o5sx/lian-li-pc-o5sx-ikkunallinen-mini-itx-kotelo-musta
"
SilverStone PM01 Primera, ikkunallinen ATX -miditornikotelo, titaani
","134,90 
                                        ","Ensiluokkainen ja esteettinen kotelovalinta!  
                                        ",jimms.fi/fi/Product/Show/125766/sst-pm01tr-w/silverstone-pm01-primera-ikkunallinen-atx-miditornikotelo-titaani
"
Aerocool Shard, ikkunallinen miditornikotelo, musta
","36,90 
                                        ","Suorituskykyä ja tyyliä huokeasti!  
                                        ",jimms.fi/fi/Product/Show/166150/accm-pv14012-11/aerocool-shard-ikkunallinen-miditornikotelo-musta
"
BitFenix Aegis Core Micro-ATX kotelo, valkoinen/musta
","86,90 
                                        ","Aegis suojaa komponenttisi!  
                                        ",jimms.fi/fi/Product/Show/110824/bfc-aeg-300-wkwn1-rp/bitfenix-aegis-core-micro-atx-kotelo-valkoinen-musta
"
LC-Power LC-1370WII Mini-ITX-kotelo. 90W, valkoinen
","59,00 
                                        ",,jimms.fi/fi/Product/Show/119304/1370wii/lc-power-lc-1370wii-mini-itx-kotelo-90w-valkoinen
"
Phanteks Eclipse P400S - Tempered Glass Edition, ikkunallinen miditornikotelo, musta/valkoinen
","95,90 
                                        ","Tyylikäs ja ominaisuuksiltaan rikas kotelovaihtoehto joka tarjoaa mm. karkaistusta lasista valmistetun sivupaneelin!  
                                        ",jimms.fi/fi/Product/Show/124865/ph-ec416pstg-bw/phanteks-eclipse-p400s-tempered-glass-edition-ikkunallinen-miditornikotelo-musta-valkoinen
"
In Win 101, ikkunallinen ATX -miditornikotelo, musta
","89,00 
                                        ","Näyttävä miditornikotelo karkaistusta lasista valmistetulla sivuikkunalla!  
                                        ",jimms.fi/fi/Product/Show/132399/101-black/in-win-101-ikkunallinen-atx-miditornikotelo-musta
"
Lian Li PC-Q39GWX, ikkunallinen Mini-ITX -kotelo, musta
","249,90 
                                        ",,jimms.fi/fi/Product/Show/140951/pc-q39gwx/lian-li-pc-q39gwx-ikkunallinen-mini-itx-kotelo-musta
"
EVGA DG-76, ikkunallinen ATX-miditornikotelo, mattamusta
","149,90 
                                        ","Karkaistua lasia edessä ja kyljessä! | Integroitu RGB LED -kontrolleri!  
                                        ",jimms.fi/fi/Product/Show/142931/160-b0-2230-kr/evga-dg-76-ikkunallinen-atx-miditornikotelo-mattamusta
"
Akasa Cypher MX3, Thin Mini-ITX -kotelo, musta
","59,90 
                                        ","Äärimmäisen kompakti pikkukotelo Akasalta!  
                                        ",jimms.fi/fi/Product/Show/155386/a-itx38u3-m1b/akasa-cypher-mx3-thin-mini-itx-kotelo-musta
"
Raijintek Ophion, ikkunallinen Mini-ITX -kotelo, valkoinen
","129,90 
                                        ","Herätä intohimosi!  
                                        ",jimms.fi/fi/Product/Show/157364/0r20b00152/raijintek-ophion-ikkunallinen-mini-itx-kotelo-valkoinen
"
SilverStone SETA A1, ikkunallinen ATX-miditornikotelo, titaani/musta
","115,00 
                                        ","Kerrassa lumoavan kaunis kotelovaihtoehto!  
                                        ",jimms.fi/fi/Product/Show/158243/sst-sea1tb-g/silverstone-seta-a1-ikkunallinen-atx-miditornikotelo-titaani-musta
"
Aerocool Split, ikkunallinen miditornikotelo, musta
","31,90 
                                        ","Huokea hinta, näyttävä tyyli!  
                                        ",jimms.fi/fi/Product/Show/166145/accm-pv18012-11/aerocool-split-ikkunallinen-miditornikotelo-musta
"
SilverStone SST-RVZ02 Raven, Mini-ITX kotelo ikkunalla, musta
","111,00 
                                        ",,jimms.fi/fi/Product/Show/115275/sst-rvz02b-w/silverstone-sst-rvz02-raven-mini-itx-kotelo-ikkunalla-musta
"
SilverStone PM01 Primera, ikkunallinen ATX -miditornikotelo, valkoinen
","119,90 
                                        ","Ensiluokkainen ja esteettinen kotelovalinta!  
                                        ",jimms.fi/fi/Product/Show/120602/sst-pm01wa-w/silverstone-pm01-primera-ikkunallinen-atx-miditornikotelo-valkoinen
"
SilverStone Petit Series PT13-120, Thin Mini-ITX -kotelo 120W virta-adapterilla, musta
","122,00 
                                        ",,jimms.fi/fi/Product/Show/122931/sst-pt13b-120/silverstone-petit-series-pt13-120-thin-mini-itx-kotelo-120w-virta-adapterilla-musta
"
Raijintek AENEAS, ikkunallinen mATX-kotelo, valkoinen/musta
","88,90 
                                        ","Elegantti kuutiokotelo mATX-kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/140392/0r200023/raijintek-aeneas-ikkunallinen-matx-kotelo-valkoinen-musta
"
EVGA DG-75, ATX-miditornikotelo, valkoinen
","149,00 
                                        ","Karkaistua lasia edessä ja kyljessä!  
                                        ",jimms.fi/fi/Product/Show/142923/156-f1-2022-kr/evga-dg-75-atx-miditornikotelo-valkoinen
"
be quiet! Silent Base 601 Window, ikkunallinen ATX-kotelo, musta/oranssi
","141,90 
                                        ","Erinomaista hiljaisuutta ja käytettävyyttä!  
                                        ",jimms.fi/fi/Product/Show/145769/bgw25/be-quiet-silent-base-601-window-ikkunallinen-atx-kotelo-musta-oranssi
"
Raijintek METIS EVO TGS, ikkunallinen Mini-ITX -kotelo, musta
","139,90 
                                        ","Erinomaisen ilmanvirtauksen mahdollistava SFF-kotelo!  
                                        ",jimms.fi/fi/Product/Show/155724/0r20b00160/raijintek-metis-evo-tgs-ikkunallinen-mini-itx-kotelo-musta
"
Raijintek METIS PLUS, ikkunallinen Mini-ITX kotelo, hopea
","67,90 
                                        ","Puhdas innovaatio kohtaa klassisen designin!  
                                        ",jimms.fi/fi/Product/Show/154671/0r200057/raijintek-metis-plus-ikkunallinen-mini-itx-kotelo-hopea
"
SilverStone ATX-tornikotelo kylki-ikkunalla, SST-FT05B-W Fortress, musta
","188,90 
                                        ",,jimms.fi/fi/Product/Show/116777/sst-ft05b-w/silverstone-atx-tornikotelo-kylki-ikkunalla-sst-ft05b-w-fortress-musta
"
Raijintek STYX Classic, mATX-kotelo, hopea
","99,90 
                                        ","Raijintekin kotelot tarjoavat tyylikkään asuinsijan komponenteillesi!  
                                        ",jimms.fi/fi/Product/Show/121327/0r200036/raijintek-styx-classic-matx-kotelo-hopea
"
Raijintek STYX, ikkunallinen mATX-kotelo, musta
","99,90 
                                        ","Raijintekin kotelot tarjoavat tyylikkään asuinsijan komponenteillesi!  
                                        ",jimms.fi/fi/Product/Show/121336/0r200025/raijintek-styx-ikkunallinen-matx-kotelo-musta
"
Streacom FC9 Alpha, tuulettimeton mATX -kotelo optisella aukolla, musta
","235,00 
                                        ","Tyylikäs passiivijäähdytteinen koteloratkaisu Mini-ITX/mATX -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/124658/st-fc9b-opt-alpha/streacom-fc9-alpha-tuulettimeton-matx-kotelo-optisella-aukolla-musta
"
Lian Li PC-J60B, ATX-miditornikotelo, musta
","199,90 
                                        ",,jimms.fi/fi/Product/Show/140907/pc-j60b/lian-li-pc-j60b-atx-miditornikotelo-musta
"
Lian Li PC-V354A, alumiininen mATX minitornikotelo, hopea
","177,90 
                                        ",,jimms.fi/fi/Product/Show/66392/pc-v354a/lian-li-pc-v354a-alumiininen-matx-minitornikotelo-hopea
"
SilverStone ATX-kotelo, SST-TJ04B-E Temjin USB3.0, musta
","154,00 
                                        ",,jimms.fi/fi/Product/Show/68617/sst-tj04b-e-usb-3-0/silverstone-atx-kotelo-sst-tj04b-e-temjin-usb3_0-musta
"
Lian Li PC-V600F, alumiininen minitornikotelo, mATX, musta
","185,90 
                                        ",,jimms.fi/fi/Product/Show/72292/pc-v600fb/lian-li-pc-v600f-alumiininen-minitornikotelo-matx-musta
"
Lian Li PC-O8WX ATX-kotelo ikkunoilla, musta
","421,90 
                                        ",,jimms.fi/fi/Product/Show/115911/pc-o8wx/lian-li-pc-o8wx-atx-kotelo-ikkunoilla-musta
"
SilverStone Fortress FTZ01-E, Mini-DTX/ITX -kotelo, musta
","154,90 
                                        ","Näppärän kokoinen linnake kokoonpanosi perustaksi!  
                                        ",jimms.fi/fi/Product/Show/145936/sst-ftz01b-e/silverstone-fortress-ftz01-e-mini-dtx-itx-kotelo-musta
"
Akasa Newton PX, tuulettimeton NUC-kotelo, musta
","109,90 
                                        ","Kapaloi NUCcisi Akasan huomaan!  
                                        ",jimms.fi/fi/Product/Show/160361/a-nuc50-m1b/akasa-newton-px-tuulettimeton-nuc-kotelo-musta
"
Raijintek STYX, ikkunallinen mATX-kotelo, punainen
","99,90 
                                        ","Raijintekin kotelot tarjoavat tyylikkään asuinsijan komponenteillesi!  
                                        ",jimms.fi/fi/Product/Show/121335/0r200026/raijintek-styx-ikkunallinen-matx-kotelo-punainen
"
Raijintek Asterion Classic, ikkunallinen E-ATX -kotelo, hopea
","153,90 
                                        ","Tilava ja tyylikäs, karkaistusta lasista valmistetulla sivupaneelilla varustettu E-ATX -kotelo!  
                                        ",jimms.fi/fi/Product/Show/125817/0r200048/raijintek-asterion-classic-ikkunallinen-e-atx-kotelo-hopea
"
be quiet! Silent Base 601 Window, ikkunallinen ATX-kotelo, musta/hopea
","141,90 
                                        ","Erinomaista hiljaisuutta ja käytettävyyttä!  
                                        ",jimms.fi/fi/Product/Show/145771/bgw27/be-quiet-silent-base-601-window-ikkunallinen-atx-kotelo-musta-hopea
"
SilverStone Fortress FT03-MINI, Mini-ITX kotelo, musta
","119,00 
                                        ",,jimms.fi/fi/Product/Show/72703/sst-ft03b-mini/silverstone-fortress-ft03-mini-mini-itx-kotelo-musta
"
Chieftec UNI, Mini-ITX, jossa 180W virtalähde, 1x5,25"", 1x3,5"", musta
","78,90 
                                        ",,jimms.fi/fi/Product/Show/104509/bt-02b-u3/chieftec-uni-mini-itx-jossa-180w-virtalahde-1x5_25-1x3_5-musta
"
SilverStone SST-RV01B Raven USB3.0, ATX-kotelo ikkunalla, musta
","214,00 
                                        ",,jimms.fi/fi/Product/Show/110441/sst-rv01b-w-usb-3-0/silverstone-sst-rv01b-raven-usb3_0-atx-kotelo-ikkunalla-musta
"
In Win G7 ATX-miditornikotelo, harmaa
","69,90 
                                        ",,jimms.fi/fi/Product/Show/132288/g7-grey/in-win-g7-atx-miditornikotelo-harmaa
"
Lian Li PC-V320A, mATX -kotelo, hopea
","209,90 
                                        ",,jimms.fi/fi/Product/Show/140942/pc-v320a/lian-li-pc-v320a-matx-kotelo-hopea
"
Lian Li PC-V760A, E-ATX-täystornikotelo, hopea
","419,00 
                                        ",,jimms.fi/fi/Product/Show/141454/pc-v760a/lian-li-pc-v760a-e-atx-taystornikotelo-hopea
"
FSP CMT520, ikkunallinen ATX-miditornikotelo, musta
","104,90 
                                        ","Näyttävä kotelovaihtoehto, jossa loistava jäähdytyspotentiaali ja RGB LED -tuulettimet!  
                                        ",jimms.fi/fi/Product/Show/144165/poc0000036/fsp-cmt520-ikkunallinen-atx-miditornikotelo-musta
"
Deepcool DUKASE V3, ikkunallinen ATX-kotelo, musta
","69,90 
                                        ","Ole yksinkertainen!  
                                        ",jimms.fi/fi/Product/Show/148953/dp-atx-dukbk-v3/deepcool-dukase-v3-ikkunallinen-atx-kotelo-musta
"
SilverStone PS11B-Q ATX -kotelo, musta
","66,00 
                                        ",,jimms.fi/fi/Product/Show/110521/sst-ps11b-q/silverstone-ps11b-q-atx-kotelo-musta
"
Phanteks Enthoo EVOLV ikkunallinen ATX-kotelo, musta
","185,90 
                                        ",,jimms.fi/fi/Product/Show/112276/ph-es515e-bk/phanteks-enthoo-evolv-ikkunallinen-atx-kotelo-musta
"
SilverStone RL05BR, ikkunallinen ATX -kotelo, musta/punainen
","83,90 
                                        ","Näyttävä asuinsija komponenteillesi!  
                                        ",jimms.fi/fi/Product/Show/121113/sst-rl05br-w/silverstone-rl05br-ikkunallinen-atx-kotelo-musta-punainen
"
Deepcool GENOME II, ikkunallinen ATX-miditornikotelo integroidulla vesijäähdyksellä, musta/vihreä
","232,90 
                                        ",,jimms.fi/fi/Product/Show/123635/genome-v2-bk-gn/deepcool-genome-ii-ikkunallinen-atx-miditornikotelo-integroidulla-vesijaahdyksella-musta-vihrea
"
Streacom FC10 Alpha, tuulettimeton ATX-kotelo optisella aukolla, musta
","299,00 
                                        ","Tyylikäs passiivijäähdytteinen koteloratkaisu Mini-ITX/mATX/ATX -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/124698/st-fc10b-opt-alpha/streacom-fc10-alpha-tuulettimeton-atx-kotelo-optisella-aukolla-musta
"
Zalman Z9 NEO, ikkunallinen ATX -miditornikotelo, valkoinen
","79,90 
                                        ","Tyylikäs kotelovaihtoehto Zalmanilta!  
                                        ",jimms.fi/fi/Product/Show/124767/z9-neo-white/zalman-z9-neo-ikkunallinen-atx-miditornikotelo-valkoinen
"
Phanteks Eclipse P400 Tempered Glass, ikkunallinen ATX-miditornikotelo, musta/punainen
","88,90 
                                        ","Kaunis ja hienostunut kotelovaihtoehto kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/127364/ph-ec416ptg-br/phanteks-eclipse-p400-tempered-glass-ikkunallinen-atx-miditornikotelo-musta-punainen
"
EVGA DG-75, ikkunallinen ATX-miditornikotelo, mattamusta
","119,90 
                                        ","Karkaistua lasia edessä ja kyljessä!  
                                        ",jimms.fi/fi/Product/Show/142922/150-b0-2020-kr/evga-dg-75-ikkunallinen-atx-miditornikotelo-mattamusta
"
SilverStone Fortress FT03 mATX-kotelo, hopea
","174,90 
                                        ",,jimms.fi/fi/Product/Show/62034/sst-ft03s/silverstone-fortress-ft03-matx-kotelo-hopea
"
SilverStone Mini-ITX HTPC-kotelo, SST-SG06B Lite, USB3.0, Hopea
","62,90 
                                        ",,jimms.fi/fi/Product/Show/82034/sst-sg06s-lite-usb-3-0/silverstone-mini-itx-htpc-kotelo-sst-sg06b-lite-usb3_0-hopea
"
Streacom FC7 Alpha, Mini-ITX -kotelo, ei optista aukkoa, musta
","99,00 
                                        ","Tyylikäs koteloratkaisu Mini-ITX -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/125501/st-f7cb-alpha/streacom-fc7-alpha-mini-itx-kotelo-ei-optista-aukkoa-musta
"
Lian Li PC-V700A, ATX-miditornikotelo, hopea
","262,90 
                                        ",,jimms.fi/fi/Product/Show/140896/pc-v700a/lian-li-pc-v700a-atx-miditornikotelo-hopea
"
Lian Li PC-V320X, mATX -kotelo, musta
","209,90 
                                        ",,jimms.fi/fi/Product/Show/140944/pc-v320x/lian-li-pc-v320x-matx-kotelo-musta
"
SilverStone Fortress FTZ01-E, Mini-DTX/ITX -kotelo, hopea
","154,90 
                                        ","Näppärän kokoinen linnake kokoonpanosi perustaksi!  
                                        ",jimms.fi/fi/Product/Show/145937/sst-ftz01s-e/silverstone-fortress-ftz01-e-mini-dtx-itx-kotelo-hopea
"
Akasa Plato X8, tuulettimeton NUC-kotelo, musta
","119,00 
                                        ","8. sukupolven Intel NUC -levyille!  
                                        ",jimms.fi/fi/Product/Show/149077/a-nuc43-m1b/akasa-plato-x8-tuulettimeton-nuc-kotelo-musta
"
Akasa Cypher SPX, Thin Mini-ITX -kotelo, musta
","57,90 
                                        ","Äärimmäisen kompakti pikkukotelo Akasalta!  
                                        ",jimms.fi/fi/Product/Show/155387/a-itx39-m1b/akasa-cypher-spx-thin-mini-itx-kotelo-musta
"
Raijintek METIS EVO TGS, ikkunallinen Mini-ITX -kotelo, punainen
","139,90 
                                        ","Erinomaisen ilmanvirtauksen mahdollistava SFF-kotelo!  
                                        ",jimms.fi/fi/Product/Show/155729/0r20b00164/raijintek-metis-evo-tgs-ikkunallinen-mini-itx-kotelo-punainen
"
be quiet! Silent Base 600 ikkunallinen ATX-kotelo, Musta
","119,90 
                                        ",,jimms.fi/fi/Product/Show/115404/bgw06/be-quiet-silent-base-600-ikkunallinen-atx-kotelo-musta
"
Streacom FC10 Alpha, tuulettimeton ATX-kotelo, ei optista aukkoa, musta
","333,00 
                                        ","Tyylikäs passiivijäähdytteinen koteloratkaisu Mini-ITX/mATX/ATX -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/124694/st-fc10b-alpha/streacom-fc10-alpha-tuulettimeton-atx-kotelo-ei-optista-aukkoa-musta
"
Streacom BC1 Mini Open Benchtable, avoin Mini-ITX testipenkki, punainen
","119,90 
                                        ","Helposti mukana kulkeva avoin testipenkki niin ammattilaisten kuin intoilijoidenkin makuun!  
                                        ",jimms.fi/fi/Product/Show/143012/st-bc1r-mini/streacom-bc1-mini-open-benchtable-avoin-mini-itx-testipenkki-punainen
"
Raijintek METIS EVO TGS, ikkunallinen Mini-ITX -kotelo, valkoinen
","139,90 
                                        ","Erinomaisen ilmanvirtauksen mahdollistava SFF-kotelo!  
                                        ",jimms.fi/fi/Product/Show/155726/0r20b00162/raijintek-metis-evo-tgs-ikkunallinen-mini-itx-kotelo-valkoinen
"
SilverStone Mini-ITX HTPC-kotelo, SST-SG06B, USB3.0, Musta
","72,00 
                                        ",,jimms.fi/fi/Product/Show/82335/sst-sg06bb-lite-usb-3-0/silverstone-mini-itx-htpc-kotelo-sst-sg06b-usb3_0-musta
"
SilverStone SST-RVX01BR Raven, ATX-kotelo, musta/punainen
","79,90 
                                        ",,jimms.fi/fi/Product/Show/116866/sst-rvx01br/silverstone-sst-rvx01br-raven-atx-kotelo-musta-punainen
"
SilverStone Redline RL06BR-G, ikkunallinen ATX-kotelo, musta/punainen
","102,90 
                                        ","Näyttävä ja käytännöllinen koteloehdokas SilverStonelta! Karkaistu lasi-ikkuna ja 3kpl LED-tuulettimia!  
                                        ",jimms.fi/fi/Product/Show/133674/sst-rl06br-gp/silverstone-redline-rl06br-g-ikkunallinen-atx-kotelo-musta-punainen
"
Corsair Spec-Omega, ikkunallinen ATX-miditornikotelo, valkoinen/musta
","104,90 
                                        ","Nyt ovat kulmat kohdillaan!  
                                        ",jimms.fi/fi/Product/Show/137551/cc-9011119-ww/corsair-spec-omega-ikkunallinen-atx-miditornikotelo-valkoinen-musta
"
SilentiumPC Aquarius X70T Pure Black, ikkunallinen ATX-tornikotelo, musta
","84,20 
                                        ","Runsaasti tilaa nestejäähdytyksellä varustetuille kokoonpanoille! | RGB LED-valaisujärjestelmä!  
                                        ",jimms.fi/fi/Product/Show/137771/spc171/silentiumpc-aquarius-x70t-pure-black-ikkunallinen-atx-tornikotelo-musta
"
Akasa Plato PX, tuulettimeton NUC-kotelo, musta
","129,00 
                                        ","Kapaloi NUCcisi Akasan huomaan!  
                                        ",jimms.fi/fi/Product/Show/160362/a-nuc51-m1b/akasa-plato-px-tuulettimeton-nuc-kotelo-musta
"
SilverStone Primera PM01C-RGB ikkunallinen ATX -miditornikotelo, mattamusta
","174,90 
                                        ","SilverStonen kotelouutuus RGB Ledeillä!  
                                        ",jimms.fi/fi/Product/Show/130654/sst-pm01c-rgb/silverstone-primera-pm01c-rgb-ikkunallinen-atx-miditornikotelo-mattamusta
"
Streacom BC1 Mini Open Benchtable, avoin Mini-ITX testipenkki, musta
","114,90 
                                        ","Helposti mukana kulkeva avoin testipenkki niin ammattilaisten kuin intoilijoidenkin makuun!  
                                        ",jimms.fi/fi/Product/Show/143011/st-bc1b-mini/streacom-bc1-mini-open-benchtable-avoin-mini-itx-testipenkki-musta
"
BitFenix Shinobi, ikkunallinen ATX-kotelo, musta, USB3.0
","69,90 
                                        ",,jimms.fi/fi/Product/Show/64699/bfc-snb-150-kkw1-rp/bitfenix-shinobi-ikkunallinen-atx-kotelo-musta-usb3_0
"
Corsair Carbide Series SPEC-02, Red LED, Gaming miditornikotelo, musta
","65,90 
                                        ",,jimms.fi/fi/Product/Show/106565/cc-9011051-ww/corsair-carbide-series-spec-02-red-led-gaming-miditornikotelo-musta
"
Antec GX330 Window, ATX -kotelo, musta
","56,90 
                                        ",,jimms.fi/fi/Product/Show/130914/0-761345-01140-2/antec-gx330-window-atx-kotelo-musta
"
Lian Li Alpha 330W, ikkunallinen miditornikotelo, valkoinen/musta
","124,90 
                                        ","Ole Alpha koteloasi myöten!  
                                        ",jimms.fi/fi/Product/Show/136513/alpha-330w/lian-li-alpha-330w-ikkunallinen-miditornikotelo-valkoinen-musta
"
Chieftec 4U kotelo ilman virtalähdettä, 9x5¼"" 2x3½""
","260,00 
                                        ",,jimms.fi/fi/Product/Show/98629/unc-410f-b-op/chieftec-4u-kotelo-ilman-virtalahdetta-9x5-2x3
"
BitFenix Pandora kylki-ikkunallinen ATX kotelo, musta
","119,90 
                                        ",,jimms.fi/fi/Product/Show/118212/bfc-pan-600-kkwl1-rp/bitfenix-pandora-kylki-ikkunallinen-atx-kotelo-musta
"
Lian Li PC-Q34, Mini-ITX -kotelo, hopea
","104,90 
                                        ","Tyylikäs alumiinista valmistettu kotelovaihtoehto Mini-ITX -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/120480/pc-q34a/lian-li-pc-q34-mini-itx-kotelo-hopea
