Product,Price,Description,Url 
"
Fractal Design Define 7 XL Black - TG Light Tint, ikkunallinen täystornikotelo, musta
","199,90 
                                        ","Uudelleenmääriteltyä kapasiteettia!  
                                        ",jimms.fi/fi/Product/Show/160036/fd-c-def7x-02/fractal-design-define-7-xl-black-tg-light-tint-ikkunallinen-taystornikotelo-musta
"
Fractal Design Core 2500, ATX-kotelo, musta
","59,90 
                                        ",,jimms.fi/fi/Product/Show/98053/fd-ca-core-2500-bl/fractal-design-core-2500-atx-kotelo-musta
"
NZXT H710i, ikkunallinen ATX-miditornikotelo, mattamusta/musta
","199,90 
                                        ","Ikoninen H-sarja on nyt entistä ehompi!  
                                        ",jimms.fi/fi/Product/Show/151674/ca-h710i-b1/nzxt-h710i-ikkunallinen-atx-miditornikotelo-mattamusta-musta
"
Cooler Master Cosmos C700M, ikkunallinen tornikotelo, musta/harmaa/hopea
","549,90 
                                        ","Nosta rimaa!  
                                        ",jimms.fi/fi/Product/Show/148166/mcc-c700m-mg5n-s00/cooler-master-cosmos-c700m-ikkunallinen-tornikotelo-musta-harmaa-hopea
"
Fractal Design Meshify S2, E-ATX -tornikotelo, musta
","147,90 
                                        ","Kun haluat mennä suorituskyky edellä!  
                                        ",jimms.fi/fi/Product/Show/148392/fd-ca-mesh-s2-bko/fractal-design-meshify-s2-e-atx-tornikotelo-musta
"
Lian Li LANCOOL 205M, ikkunallinen mATX-kotelo, musta
","51,90 
                                        ","Helppoa olla sinä.  
                                        ",jimms.fi/fi/Product/Show/165595/lancool-205-m-black/lian-li-lancool-205m-ikkunallinen-matx-kotelo-musta
"
Cooler Master Silencio S400 -minitornikotelo, musta
","99,90 
                                        ","Hiljaisuudella on jatko-osa!  
                                        ",jimms.fi/fi/Product/Show/162726/mcs-s400-kn5n-s00/cooler-master-silencio-s400-minitornikotelo-musta
"
Aerocool CS-105 Cosmo, minitornikotelo, musta
","26,90 
                                        ","Tyylikäs ja kompaktin designin tarjoava kotelovaihtoehto!  
                                        ",jimms.fi/fi/Product/Show/165421/accs-pc09214-11/aerocool-cs-105-cosmo-minitornikotelo-musta
"
Fractal Design Focus G, ikkunallinen ATX -kotelo, sininen/musta
","59,90 
                                        ","Ajattoman tyylikäs Focus G -koteloperhe tarjoaa komponenteillesi verrattoman kodin!  
                                        ",jimms.fi/fi/Product/Show/134397/fd-ca-focus-bu-w/fractal-design-focus-g-ikkunallinen-atx-kotelo-sininen-musta
"
Lian Li TU150X, alumiininen Mini-ITX -kotelo, musta
","115,90 
                                        ","Mukana kuljetettava ja tehokas pikkukotelo juuri Sinun kokoonpanollesi! | Ikkunaton versio!  
                                        ",jimms.fi/fi/Product/Show/157256/tu150x/lian-li-tu150x-alumiininen-mini-itx-kotelo-musta
"
Phanteks Enthoo PRO 2, ATX-täystornikotelo, musta
","129,00 
                                        ",,jimms.fi/fi/Product/Show/163814/ph-es620pc_bk01/phanteks-enthoo-pro-2-atx-taystornikotelo-musta
"
Corsair Crystal Series 280X, ikkunallinen mATX-kotelo, valkoinen
","118,90 
                                        ","Suorituskykyinen ja näyttävä kaksoiskammiolla varustettu kotelo juuri Sinulle!  
                                        ",jimms.fi/fi/Product/Show/142816/cc-9011136-ww/corsair-crystal-series-280x-ikkunallinen-matx-kotelo-valkoinen
"
MSI MPG GUNGNIR 100D, ikkunallinen E-ATX -miditornikotelo, musta
","83,90 
                                        ","Kapaloi kokoonpanosi MSI:n hellään huomaan!  
                                        ",jimms.fi/fi/Product/Show/155341/306-7g09m43-w57/msi-mpg-gungnir-100d-ikkunallinen-e-atx-miditornikotelo-musta
"
Cooler Master MasterBox TD500 Mesh w/ controller, ikkunallinen ATX-miditornikotelo, musta
","99,90 
                                        ","Erinomaisesti armoton!  
                                        ",jimms.fi/fi/Product/Show/160367/mcb-d500d-kgnn-s01/cooler-master-masterbox-td500-mesh-w-controller-ikkunallinen-atx-miditornikotelo-musta
"
BitFenix Neos, ATX-miditornikotelo ikkunalla, valkoinen/lila
","45,90 
                                        ",,jimms.fi/fi/Product/Show/98456/bfc-neo-100-wwwkp-rp/bitfenix-neos-atx-miditornikotelo-ikkunalla-valkoinen-lila
"
Corsair Carbide Series 100R Silent Edition Midtower, ATX-kotelo, musta
","59,90 
                                        ",,jimms.fi/fi/Product/Show/109929/cc-9011077-ww/corsair-carbide-series-100r-silent-edition-midtower-atx-kotelo-musta
"
Corsair Obsidian Series 1000D, ikkunallinen supertornikotelo, musta
","519,90 
                                        ","Majoita jopa kaksi kokoonpanoa tähän megalomaaniseen komponenttikolossiumiin!  
                                        ",jimms.fi/fi/Product/Show/141864/cc-9011148-ww/corsair-obsidian-series-1000d-ikkunallinen-supertornikotelo-musta
"
Lian Li LANCOOL ONE Digital, ikkunallinen tornikotelo, musta
","104,90 
                                        ","Klassisen ja modernin yhdistyminen!  
                                        ",jimms.fi/fi/Product/Show/146109/lancool-one-digital/lian-li-lancool-one-digital-ikkunallinen-tornikotelo-musta
"
Fractal Design Define 7 White - TG Clear Tint, ikkunallinen miditornikotelo, valkoinen
","169,90 
                                        ","Uudelleenmääriteltyä monipuolisuutta!  
                                        ",jimms.fi/fi/Product/Show/160032/fd-c-def7a-06/fractal-design-define-7-white-tg-clear-tint-ikkunallinen-miditornikotelo-valkoinen
"
NZXT H510i, ikkunallinen ATX-miditornikotelo, mattamusta/punainen
","119,90 
                                        ","Ikoninen H-sarja on nyt entistä ehompi!  
                                        ",jimms.fi/fi/Product/Show/151670/ca-h510i-br/nzxt-h510i-ikkunallinen-atx-miditornikotelo-mattamusta-punainen
"
Fractal Design Define S2 - Black - Tempered Glass, ikkunallinen E-ATX-tornikotelo, musta
","154,90 
                                        ","Hiljaisuus kehittyy!  
                                        ",jimms.fi/fi/Product/Show/144250/fd-ca-def-s2-bk-tgl/fractal-design-define-s2-black-tempered-glass-ikkunallinen-e-atx-tornikotelo-musta
"
Corsair 4000D, ikkunallinen miditornikotelo, musta
","86,90 
                                        ","Suorituskykyinen ja ajattoman tyylikäs kotelovalinta!  
                                        ",jimms.fi/fi/Product/Show/164667/cc-9011198-ww/corsair-4000d-ikkunallinen-miditornikotelo-musta
"
Phanteks Enthoo Evolv Shift Air, Mini-ITX -kotelo, musta
","104,90 
                                        ","Hengittävä kotelovaihtoehto Phanteksilta!  
                                        ",jimms.fi/fi/Product/Show/154069/ph-es217a-bk/phanteks-enthoo-evolv-shift-air-mini-itx-kotelo-musta
"
Kolink KLM-002, mATX-kotelo, musta
","36,90 
                                        ","Pienestä koostaan huolimatta äärimmäisen monipuolinen kotelovaihtoehto!  
                                        ",jimms.fi/fi/Product/Show/157856/klm-002/kolink-klm-002-matx-kotelo-musta
"
BitFenix Nova TG, ikkunallinen ATX -miditornikotelo, musta/punainen
","51,90 
                                        ","Karkaistua lasia sen olla pitää!  
                                        ",jimms.fi/fi/Product/Show/132733/bfx-ntg-100-kkwsk-rp/bitfenix-nova-tg-ikkunallinen-atx-miditornikotelo-musta-punainen
"
NZXT H210, ikkunallinen Mini-ITX -kotelo, mattavalkoinen/musta
","99,90 
                                        ","Ikoninen H-sarja on nyt entistä ehompi!  
                                        ",jimms.fi/fi/Product/Show/151657/ca-h210b-w1/nzxt-h210-ikkunallinen-mini-itx-kotelo-mattavalkoinen-musta
"
BitFenix Comrade, ATX-miditornikotelo, valkoinen
","39,90 
                                        ",,jimms.fi/fi/Product/Show/93057/bfc-com-100-wwxs1-rp/bitfenix-comrade-atx-miditornikotelo-valkoinen
"
SilverStone FARA R1, ikkunallinen ATX-miditornikotelo, musta
","54,90 
                                        ","Tyylikäs ja edukseen erottuva miditornikotelo!  
                                        ",jimms.fi/fi/Product/Show/164010/sst-far1b-g/silverstone-fara-r1-ikkunallinen-atx-miditornikotelo-musta
"
Fractal Design Define R6 USB-C - Gunmetal, E-ATX-tornikotelo, metallinharmaa
","154,90 
                                        ","Ainoastaan mielikuvituksesi on rajana!  
                                        ",jimms.fi/fi/Product/Show/144258/fd-ca-def-r6c-gy/fractal-design-define-r6-usb-c-gunmetal-e-atx-tornikotelo-metallinharmaa
"
Fractal Design Core 1000 USB 3.0, mATX-kotelo, musta
","44,90 
                                        ",,jimms.fi/fi/Product/Show/79172/fd-ca-core-1000-usb3-bl/fractal-design-core-1000-usb-3_0-matx-kotelo-musta
"
Corsair Crystal Series 680X RGB, ikkunallinen ATX-älykotelo, valkoinen
","247,90 
                                        ","Fiksu ja näyttävä koteloratkaisu!  
                                        ",jimms.fi/fi/Product/Show/148614/cc-9011169-ww/corsair-crystal-series-680x-rgb-ikkunallinen-atx-alykotelo-valkoinen
"
Fractal Design Define XL R2 Black Pearl ATX-kotelo, Musta
","149,90 
                                        ",,jimms.fi/fi/Product/Show/78315/fd-ca-def-xl-r2-bl/fractal-design-define-xl-r2-black-pearl-atx-kotelo-musta
"
SilverStone PS08B Micro-ATX -kotelo, musta
","39,90 
                                        ",,jimms.fi/fi/Product/Show/76814/sst-ps08b-usb-3-0/silverstone-ps08b-micro-atx-kotelo-musta
"
Thermaltake The Tower 900, ikkunallinen E-ATX -täystornikotelo, musta
","299,00 
                                        ","Thermaltaken supertornikotelo tarjoaa TODELLA näyttävän kotelovaihtoehdon kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/126157/ca-1h1-00f1wn-00/thermaltake-the-tower-900-ikkunallinen-e-atx-taystornikotelo-musta
"
Fractal Design Node 304 Mini-ITX kotelo, musta
","91,90 
                                        ",,jimms.fi/fi/Product/Show/74387/fd-ca-node-304-bl/fractal-design-node-304-mini-itx-kotelo-musta
"
Corsair Carbide Series SPEC-01, ikkunallinen ATX miditornikotelo, punainen LED
","54,90 
                                        ",,jimms.fi/fi/Product/Show/95315/cc-9011050-ww/corsair-carbide-series-spec-01-ikkunallinen-atx-miditornikotelo-punainen-led
"
Kolink Inspire K4 RGB, ikkunallinen ATX-miditornikotelo, musta
","57,90 
                                        ","Antaudu Kolinkin inspiroitavaksi!  
                                        ",jimms.fi/fi/Product/Show/153975/inspire-k4-rgb/kolink-inspire-k4-rgb-ikkunallinen-atx-miditornikotelo-musta
"
Corsair Obsidian Series 750D ikkunallinen täystornikotelo, musta
","154,90 
                                        ","Tyyliä ja tilaa!  
                                        ",jimms.fi/fi/Product/Show/86374/cc-9011035-ww/corsair-obsidian-series-750d-ikkunallinen-taystornikotelo-musta
"
Phanteks Eclipse P600S - Tempered Glass Edition, ikkunallinen miditornikotelo, antrasiitti
","157,90 
                                        ","Onko juttusi hiljaisuus vai suorituskyky - valitse kulloinkin kaipaamasi tila! | Ikkunallinen malli  
                                        ",jimms.fi/fi/Product/Show/148387/ph-ec600pstg-ag01/phanteks-eclipse-p600s-tempered-glass-edition-ikkunallinen-miditornikotelo-antrasiitti
"
BitFenix Nova Mesh TG A-RGB, ikkunallinen E-ATX -kotelo, musta
","89,90 
                                        ","Suorituskykyinen, näyttävä ja helppokäyttöinen majatalo kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/154467/bfc-nvm-300-kkgsk-4a/bitfenix-nova-mesh-tg-a-rgb-ikkunallinen-e-atx-kotelo-musta
"
BitFenix Neos, ATX-miditornikotelo, musta
","40,90 
                                        ",,jimms.fi/fi/Product/Show/98448/bfc-neo-100-kkxsk-rp/bitfenix-neos-atx-miditornikotelo-musta
"
Aerocool Streak RGB, ikkunallinen miditornikotelo, musta
","31,90 
                                        ","Tyylikkäällä RGB-valaistuksella höystetty miditorni!  
                                        ",jimms.fi/fi/Product/Show/165442/accm-pv19012-11/aerocool-streak-rgb-ikkunallinen-miditornikotelo-musta
"
Kolink Rocket, alumiininen Mini-ITX -kotelo, titaaninharmaa
","167,90 
                                        ","Äärimmäisen kompakti design!  
                                        ",jimms.fi/fi/Product/Show/139985/rocket/kolink-rocket-alumiininen-mini-itx-kotelo-titaaninharmaa
"
SilentiumPC Armis AR7X EVO TG ARGB, ikkunallinen tornikotelo, musta
","134,90 
                                        ","Olisiko Armis uusi armaasi?  
                                        ",jimms.fi/fi/Product/Show/161048/spc251/silentiumpc-armis-ar7x-evo-tg-argb-ikkunallinen-tornikotelo-musta
"
In Win A1 Plus, ikkunallinen Mini-ITX -kotelo, pinkki
","229,90 
                                        ","Hienoa yksityiskohtaisuutta katosta pohjaan saakka! | Sis. 650W virtalähteen!  
                                        ",jimms.fi/fi/Product/Show/161610/4710474948666/in-win-a1-plus-ikkunallinen-mini-itx-kotelo-pinkki
"
SilverStone Precision Series PS15, ikkunallinen mATX-kotelo, valkoinen/musta
","56,90 
                                        ","Tyylikäs majatalo mATX-kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/165226/sst-ps15w-g/silverstone-precision-series-ps15-ikkunallinen-matx-kotelo-valkoinen-musta
"
be quiet! Dark Base 700, ikkunallinen miditornikotelo, musta
","189,90 
                                        ","Erinomaista joustavuutta ja hiljaisuutta!  
                                        ",jimms.fi/fi/Product/Show/136369/bgw23/be-quiet-dark-base-700-ikkunallinen-miditornikotelo-musta
"
Phanteks Eclipse P360X, ikkunallinen ATX-miditornikotelo, musta
","73,90 
                                        ","P360X jättää muut kotelon täysin pimentoonsa!  
                                        ",jimms.fi/fi/Product/Show/154071/ph-ec360ptg-dbk01/phanteks-eclipse-p360x-ikkunallinen-atx-miditornikotelo-musta
"
NZXT H210i, ikkunallinen Mini-ITX -kotelo, mattamusta/musta
","134,90 
                                        ","Ikoninen H-sarja on nyt entistä ehompi!  
                                        ",jimms.fi/fi/Product/Show/151660/ca-h210i-b1/nzxt-h210i-ikkunallinen-mini-itx-kotelo-mattamusta-musta
"
BitFenix Nova, ATX-miditornikotelo ikkunalla, valkoinen
","41,90 
                                        ",,jimms.fi/fi/Product/Show/115991/bfx-nov-100-wwwkk-rp/bitfenix-nova-atx-miditornikotelo-ikkunalla-valkoinen
"
Fractal Design Define Nano S Window, ikkunallinen mITX-kotelo, musta
","72,90 
                                        ",,jimms.fi/fi/Product/Show/117785/fd-ca-def-nano-s-bk-w/fractal-design-define-nano-s-window-ikkunallinen-mitx-kotelo-musta
"
MSI MPG SEKIRA 100R, ikkunallinen miditornikotelo, musta
","129,00 
                                        ","Kapaloi kokoonpanosi MSI:n hellään huomaan!  
                                        ",jimms.fi/fi/Product/Show/165559/306-7g06r21-w57/msi-mpg-sekira-100r-ikkunallinen-miditornikotelo-musta
"
SilentiumPC Regnum RG4F, ATX-miditornikotelo, valkoinen
","42,70 
                                        ","Harvoin saa rahoilleen näin hyvää vastinetta, ilmanvirtauksesta puhumattakaan!  
                                        ",jimms.fi/fi/Product/Show/137725/spc179/silentiumpc-regnum-rg4f-atx-miditornikotelo-valkoinen
"
be quiet! Pure Base 500 - Window White, ikkunallinen ATX-miditornikotelo, valkoinen
","89,90 
                                        ","Erinomainen hinta-suorituskyky -suhde!  
                                        ",jimms.fi/fi/Product/Show/154438/bgw35/be-quiet-pure-base-500-window-white-ikkunallinen-atx-miditornikotelo-valkoinen
"
BitFenix Neos, ATX-miditornikotelo, musta/punainen
","40,90 
                                        ",,jimms.fi/fi/Product/Show/98447/bfc-neo-100-kkxsr-rp/bitfenix-neos-atx-miditornikotelo-musta-punainen
"
Fractal Design Define S2 - Gunmetal - Tempered Glass, ikkunallinen E-ATX-tornikotelo, metallinharmaa
","154,90 
                                        ","Hiljaisuus kehittyy!  
                                        ",jimms.fi/fi/Product/Show/144253/fd-ca-def-s2-gy-tgl/fractal-design-define-s2-gunmetal-tempered-glass-ikkunallinen-e-atx-tornikotelo-metallinharmaa
"
Phanteks Enthoo Elite, ikkunallinen E-ATX -täystornikotelo, musta
","999,00 
                                        ","Sanalla sanoen: Ensiluokkainen!  
                                        ",jimms.fi/fi/Product/Show/127949/ph-es916e-bk/phanteks-enthoo-elite-ikkunallinen-e-atx-taystornikotelo-musta
"
Chieftec STALLION II, ikkunallinen ATX-tornikotelo, musta
","114,90 
                                        ","Chieftec siivittää RGB-ystävät täyteen laukkaan!  
                                        ",jimms.fi/fi/Product/Show/151641/gp-02b-op/chieftec-stallion-ii-ikkunallinen-atx-tornikotelo-musta
"
Cooler Master MasterBox Q500L, ikkunallinen ATX-miditornikotelo, musta
","59,90 
                                        ","Valitse tyylisi!  
                                        ",jimms.fi/fi/Product/Show/150467/mcb-q500l-kann-s00/cooler-master-masterbox-q500l-ikkunallinen-atx-miditornikotelo-musta
"
Corsair 4000D, ikkunallinen miditornikotelo, valkoinen
","86,90 
                                        ","Suorituskykyinen ja ajattoman tyylikäs kotelovalinta!  
                                        ",jimms.fi/fi/Product/Show/164669/cc-9011199-ww/corsair-4000d-ikkunallinen-miditornikotelo-valkoinen
"
BitFenix NOVA MESH, E-ATX -miditornikotelo, musta
","57,90 
                                        ","Suosittu NOVA on täällä taas - entistäkin ehompana!  
                                        ",jimms.fi/fi/Product/Show/153209/bfc-nvm-300-kkxsk-rp/bitfenix-nova-mesh-e-atx-miditornikotelo-musta
"
Antec P101 Silent, hiljainen miditornikotelo, musta
","104,90 
                                        ","Hiljainen vartija.  
                                        ",jimms.fi/fi/Product/Show/154986/0-761345-81103-3/antec-p101-silent-hiljainen-miditornikotelo-musta
"
MSI MPG GUNGNIR 100P, ikkunallinen E-ATX -miditornikotelo, musta
","89,00 
                                        ","Kapaloi kokoonpanosi MSI:n hellään huomaan!  
                                        ",jimms.fi/fi/Product/Show/155336/306-7g09m11-w57/msi-mpg-gungnir-100p-ikkunallinen-e-atx-miditornikotelo-musta
"
SilverStone Grandia GD07 HTPC-kotelo, E-ATX, musta
","160,00 
                                        ",,jimms.fi/fi/Product/Show/72280/sst-gd07b/silverstone-grandia-gd07-htpc-kotelo-e-atx-musta
"
NZXT H710, ikkunallinen ATX-miditornikotelo, mattamusta/punainen
","164,90 
                                        ","Ikoninen H-sarja on nyt entistä ehompi!  
                                        ",jimms.fi/fi/Product/Show/151662/ca-h710b-br/nzxt-h710-ikkunallinen-atx-miditornikotelo-mattamusta-punainen
"
Raijintek Ophion Evo, ikkunallinen Mini-ITX -kotelo, musta
","134,90 
                                        ","Herätä intohimosi!  
                                        ",jimms.fi/fi/Product/Show/144640/0r20b00104/raijintek-ophion-evo-ikkunallinen-mini-itx-kotelo-musta
"
BitFenix NOVA MESH, E-ATX -miditornikotelo, valkoinen
","57,90 
                                        ","Suosittu NOVA on täällä taas - entistäkin ehompana!  
                                        ",jimms.fi/fi/Product/Show/153210/bfc-nvm-300-wwxkw-rp/bitfenix-nova-mesh-e-atx-miditornikotelo-valkoinen
"
Fractal Design Define R6 USB-C - White, E-ATX-tornikotelo, valkoinen
","144,90 
                                        ","Ainoastaan mielikuvituksesi on rajana!  
                                        ",jimms.fi/fi/Product/Show/144257/fd-ca-def-r6c-wt/fractal-design-define-r6-usb-c-white-e-atx-tornikotelo-valkoinen
"
Corsair 4000X RGB, ikkunallinen miditornikotelo, valkoinen
","119,90 
                                        ","Suorituskykyinen ja näyttävä kotelovalinta!  
                                        ",jimms.fi/fi/Product/Show/164674/cc-9011205-ww/corsair-4000x-rgb-ikkunallinen-miditornikotelo-valkoinen
"
Corsair Graphite Series 780T, ikkunallinen täystornikotelo, musta
","200,40 
                                        ","Näyttävä ja tilava kotelovaihto!  
                                        ",jimms.fi/fi/Product/Show/104100/cc-9011063-ww/corsair-graphite-series-780t-ikkunallinen-taystornikotelo-musta
"
SilentiumPC Regnum RG6V EVO TG ARGB, ikkunallinen ATX-miditornikotelo, musta
","93,00 
                                        ","Vastinetta rahoillesi tarjoaa SilentiumPC!  
                                        ",jimms.fi/fi/Product/Show/160158/spc262/silentiumpc-regnum-rg6v-evo-tg-argb-ikkunallinen-atx-miditornikotelo-musta
"
Deepcool MATREXX 70, ikkunallinen ATX-miditornikotelo, musta
","69,90 
                                        ","Uudenlainen konseptikotelo, joka tarjoaa DIY-iloa!  
                                        ",jimms.fi/fi/Product/Show/150381/dp-atx-matrexx70-bkg0p/deepcool-matrexx-70-ikkunallinen-atx-miditornikotelo-musta
"
Thermaltake View 37 ARGB, ATX-miditornikotelo kaartuvalla ikkunalla
","138,00 
                                        ","Komponentit valmiiksi kokoonpanoksi valjastaa Thermaltake! | Näyttävä RGB-valaisu!  
                                        ",jimms.fi/fi/Product/Show/153583/ca-1j7-00m1wn-04/thermaltake-view-37-argb-atx-miditornikotelo-kaartuvalla-ikkunalla
"
Jonsbo G3, HTPC-kotelo, hopea/musta
","83,90 
                                        ","Majoita kokoonpanosi Jonsboon  
                                        ",jimms.fi/fi/Product/Show/162237/g3/jonsbo-g3-htpc-kotelo-hopea-musta
"
SilverStone Milo ML03 Slim HTPC-kotelo, Micro ATX, musta
","79,00 
                                        ",,jimms.fi/fi/Product/Show/55003/sst-ml03b/silverstone-milo-ml03-slim-htpc-kotelo-micro-atx-musta
"
Corsair Carbide Series 100R Midtower, ATX-kotelo, musta
","52,70 
                                        ",,jimms.fi/fi/Product/Show/109928/cc-9011075-ww/corsair-carbide-series-100r-midtower-atx-kotelo-musta
"
SilverStone SETA A1, ikkunallinen ATX-miditornikotelo, ruusukulta/valkoinen
","115,00 
                                        ","Kerrassa lumoavan kaunis kotelovaihtoehto!  
                                        ",jimms.fi/fi/Product/Show/158242/sst-sea1gw-g/silverstone-seta-a1-ikkunallinen-atx-miditornikotelo-ruusukulta-valkoinen
"
Corsair Crystal Series 570X RGB, ikkunallinen ATX -miditornikotelo, valkoinen
","209,90 
                                        ","Selkeästi ylivertainen.  
                                        ",jimms.fi/fi/Product/Show/133626/cc-9011110-ww/corsair-crystal-series-570x-rgb-ikkunallinen-atx-miditornikotelo-valkoinen
"
Fractal Design Define S2 - White - Tempered Glass, ikkunallinen E-ATX-tornikotelo, valkoinen
","154,90 
                                        ","Hiljaisuus kehittyy!  
                                        ",jimms.fi/fi/Product/Show/144252/fd-ca-def-s2-wt-tgc/fractal-design-define-s2-white-tempered-glass-ikkunallinen-e-atx-tornikotelo-valkoinen
"
Deepcool E-SHIELD, ikkunallinen E-ATX -kotelo, musta
","49,90 
                                        ","Ylivertainen suorituskyky, näyttävä ulkoasu!  
                                        ",jimms.fi/fi/Product/Show/148949/dp-atx-e-shield/deepcool-e-shield-ikkunallinen-e-atx-kotelo-musta
"
Fractal Design Node 304 Mini-ITX kotelo, valkoinen
","87,90 
                                        ",,jimms.fi/fi/Product/Show/83973/fd-ca-node-304-wh/fractal-design-node-304-mini-itx-kotelo-valkoinen
"
SilverStone CS380 V2, ATX-miditornikotelo, musta
","142,90 
                                        ","Kompakti koteloratkaisu, jossa kattava tuki hot-swap kiintolevyille!  
                                        ",jimms.fi/fi/Product/Show/156555/sst-cs380-v2/silverstone-cs380-v2-atx-miditornikotelo-musta
"
SilverStone SST-SG13WB, valkoinen/musta
","51,90 
                                        ",,jimms.fi/fi/Product/Show/124670/sst-sg13wb/silverstone-sst-sg13wb-valkoinen-musta
"
Chieftec SCORPION II, ikkunallinen ATX-tornikotelo, musta
","99,00 
                                        ","Chieftec tarjoaa täsmäpiston RGB-ystävien hermoon!  
                                        ",jimms.fi/fi/Product/Show/151638/gl-02b-op/chieftec-scorpion-ii-ikkunallinen-atx-tornikotelo-musta
"
SilentiumPC Signum SG1Q EVO TG ARGB, ikkunallinen tornikotelo, musta
","62,90 
                                        ","SilentiumPC toivottaa komponenttisi tervetulleeksi!  
                                        ",jimms.fi/fi/Product/Show/161051/spc253/silentiumpc-signum-sg1q-evo-tg-argb-ikkunallinen-tornikotelo-musta
"
Aerocool Tor Pro, ikkunallinen E-ATX -täystornikotelo, musta
","104,90 
                                        ","Ylivertainen torniratkaisu E-ATX-tarpeisiisi!  
                                        ",jimms.fi/fi/Product/Show/155055/accf-pb11043-11/aerocool-tor-pro-ikkunallinen-e-atx-taystornikotelo-musta
"
Jonsbo UMX1 PLUS Silver, ikkunallinen Mini-ITX -kotelo, hopea
","99,90 
                                        ","Kun haluat majoittaa Mini-ITX -settisi tyylillä!  
                                        ",jimms.fi/fi/Product/Show/162319/umx1plus-silver/jonsbo-umx1-plus-silver-ikkunallinen-mini-itx-kotelo-hopea
"
Jonsbo U5 Black, ikkunallinen miditornikotelo, musta
","104,90 
                                        ","Kun kaipaat laatua, valitse Jonsbo!  
                                        ",jimms.fi/fi/Product/Show/162355/u5-black/jonsbo-u5-black-ikkunallinen-miditornikotelo-musta
"
Corsair Carbide Series SPEC-OMEGA RGB, ikkunallinen ATX-miditornikotelo, musta
","169,90 
                                        ","Kulmaa? Check. RGB-valaisu? Check!  
                                        ",jimms.fi/fi/Product/Show/141866/cc-9011140-ww/corsair-carbide-series-spec-omega-rgb-ikkunallinen-atx-miditornikotelo-musta
"
be quiet! Pure Base 500 - Window Black, ikkunallinen ATX-miditornikotelo, musta
","83,90 
                                        ","Erinomainen hinta-suorituskyky -suhde!  
                                        ",jimms.fi/fi/Product/Show/154437/bgw34/be-quiet-pure-base-500-window-black-ikkunallinen-atx-miditornikotelo-musta
"
Phanteks Eclipse P400S Silent, ATX-miditornikotelo, musta
","84,90 
                                        ",,jimms.fi/fi/Product/Show/118278/ph-ec416psc-bk/phanteks-eclipse-p400s-silent-atx-miditornikotelo-musta
"
BitFenix Phenom, Mini-ITX kotelo, valkoinen
","77,90 
                                        ",,jimms.fi/fi/Product/Show/90476/bfc-phe-300-wwxkk-rp/bitfenix-phenom-mini-itx-kotelo-valkoinen
"
Kolink Refine, ikkunallinen miditornikotelo, musta
","78,90 
                                        ","Jalostettua kotelohyvyyttä!  
                                        ",jimms.fi/fi/Product/Show/156217/refine/kolink-refine-ikkunallinen-miditornikotelo-musta
"
MSI MPG SEKIRA 500X, ikkunallinen E-ATX -miditornikotelo, musta
","239,00 
                                        ","Sytytä taistelukenttäsi liekkeihin!  
                                        ",jimms.fi/fi/Product/Show/157416/306-7g05x21-w57/msi-mpg-sekira-500x-ikkunallinen-e-atx-miditornikotelo-musta
"
Corsair Crystal Series 570X RGB Mirror Black, ikkunallinen ATX -miditornikotelo, musta
","214,90 
                                        ","Heijasta pimeää puoltasi!  
                                        ",jimms.fi/fi/Product/Show/137722/cc-9011126-ww/corsair-crystal-series-570x-rgb-mirror-black-ikkunallinen-atx-miditornikotelo-musta
"
In Win Chopin, Mini-ITX -kotelo, 150W virtalähde, musta
","99,00 
                                        ","Pieni, älykäs, sulavalinjainen ja mahtava!  
                                        ",jimms.fi/fi/Product/Show/138952/bq696-black/in-win-chopin-mini-itx-kotelo-150w-virtalahde-musta
"
SilverStone RVZ03-ARGB Raven, Mini-ITX -kotelo, musta
","109,90 
                                        ","Näyttävä ARGB-valaistu kotelo juuri Sinulle!  
                                        ",jimms.fi/fi/Product/Show/151582/sst-rvz03b-argb/silverstone-rvz03-argb-raven-mini-itx-kotelo-musta
"
Deepcool MATREXX 55 V3, ikkunallinen E-ATX -miditornikotelo, musta
","54,90 
                                        ","Näyttävä ja suorituskykyinen majatalon komponenteillesi! | RGB-valaistu  
                                        ",jimms.fi/fi/Product/Show/157275/dp-atx-matrexx55v3/deepcool-matrexx-55-v3-ikkunallinen-e-atx-miditornikotelo-musta
"
Fractal Design Define 7 White - Solid -miditornikotelo, valkoinen
","159,90 
                                        ","Uudelleenmääriteltyä monipuolisuutta!  
                                        ",jimms.fi/fi/Product/Show/160031/fd-c-def7a-09/fractal-design-define-7-white-solid-miditornikotelo-valkoinen
"
Kolink Big Chungus UNIT Edition, Showcase-kotelo, musta
","259,90 
                                        ","Big Chungus on takaisin entistä ehompana!  
                                        ",jimms.fi/fi/Product/Show/165818/big-chungus-v2/kolink-big-chungus-unit-edition-showcase-kotelo-musta
"
Jonsbo A4 Gray, ikkunallinen Mini-ITX -kotelo, harmaa
","157,90 
                                        ","Kun haaveissasi siintää suorituskykyinen Mini-ITX -kokoonpano!  
                                        ",jimms.fi/fi/Product/Show/163432/a4-grey/jonsbo-a4-gray-ikkunallinen-mini-itx-kotelo-harmaa
